,index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
56,56,Pam,Cavolini,pcavolini1k@geocities.com,female,animate weapon,Slayer,pcavolini1k,90,Malaysia,79
57,57,Elaine,,ebreens1l@ucoz.ru,female,barrage,Guardian,esage1l,397,Micronesia,51
58,58,Pen,Grolle,pgrolle1m@tripadvisor.com,female,barrage,Trickster,pgrolle1m,46,Estonia,96
59,59,Cherilyn,Scutcheon,cscutcheon1n@comsenz.com,female,barrage,Slayer,cscutcheon1n,186,Republic of the Congo,99
60,60,Cahra,Rawes,crawes1o@oaic.gov.au,female,arctic armour,Gladiator,crawes1o,390,Macedonia,55
61,61,Port,Caulcutt,pcaulcutt1p@cornell.edu,female,barrage,Berserker,pcaulcutt1p,144,Democratic Republic of the Congo,61
62,62,Fifine,Pinchen,fpinchen1q@wikipedia.org,female,barrage,Trickster,fpinchen1q,441,Austria,95
63,63,Geoff,,gcogger1r@nytimes.com,female,animate weapon,Gladiator,gcamier1r,397,Belarus,23
64,64,Jarrad,Meechan,jmeechan1s@elegantthemes.com,female,arctic armour,Chieftain,jmeechan1s,310,Madagascar,71
65,65,Zedekiah,,zferraresi1t@storify.com,female,animate weapon,Saboteur,ztomson1t,54,Svalbard and Jan Mayen,79
66,66,Hester,Verrill,hverrill1u@tmall.com,female,barrage,Chieftain,hverrill1u,51,Malaysia,49
67,67,Gareth,Spadaro,gspadaro1v@livejournal.com,female,animate weapon,Assassin,gspadaro1v,252,Kyrgyzstan,20
68,68,Graham,Attwoul,gattwoul1w@topsy.com,female,animate weapon,Trickster,gattwoul1w,273,Canada,75
69,69,,,vromi1x@sciencedaily.com,female,barrage,Occultist,csargint1x,105,Taiwan,57
70,70,Edith,Lyst,elyst1y@opensource.org,female,animate weapon,Raider,elyst1y,392,Kyrgyzstan,86
71,71,Walton,,wramsdell1z@jalbum.net,female,arctic armour,Trickster,wbetts1z,24,Iran,26
72,72,Paul,,prootes20@stumbleupon.com,female,animate weapon,Hierophant,plysaght20,225,Honduras,77
73,73,Ferris,Wroath,fwroath21@pinterest.com,female,animate weapon,Trickster,fwroath21,284,South Georgia and the South Sandwich Islands,87
74,74,Riane,Farfoot,rfarfoot22@shutterfly.com,female,barrage,Berserker,rfarfoot22,32,Dominican Republic,56
75,75,Flor,Callander,fcallander23@tiny.cc,female,animate weapon,Berserker,fcallander23,256,Svalbard and Jan Mayen,78
76,76,Harold,Davidov,hdavidov24@issuu.com,female,barrage,Saboteur,hdavidov24,295,Paraguay,26
77,77,Molli,,mhaps25@wp.com,female,barrage,Saboteur,mgyves25,118,Somalia,25
78,78,Aloysius,,ajimmes26@elegantthemes.com,female,animate weapon,Ascendant,aokielt26,50,Jamaica,38
79,79,Scotty,,sfarbrace27@cocolog-nifty.com,female,animate weapon,Pathfinder,smuino27,164,New Zealand,43
80,80,Janenna,,jstihl28@furl.net,female,animate weapon,Pathfinder,jseagar28,264,Pakistan,37
81,81,Gregorio,Bartolic,gbartolic29@howstuffworks.com,female,animate weapon,Raider,gbartolic29,423,Honduras,41
82,82,Sandor,Popov,spopov2a@cmu.edu,female,animate weapon,Raider,spopov2a,325,United States,99
83,83,Garrik,,gsaunderson2b@seattletimes.com,female,barrage,Assassin,gelldred2b,297,Bosnia and Herzegovina,92
84,84,Padget,Kiledal,pkiledal2c@youtube.com,female,arctic armour,Berserker,pkiledal2c,126,Zambia,70
85,85,Evita,Golthorpp,egolthorpp2d@newsvine.com,female,barrage,Raider,egolthorpp2d,295,Guam,5
86,86,Yehudi,,ycordero2e@cpanel.net,female,arctic armour,Guardian,ybaynes2e,170,Uganda,26
87,87,Charline,Rickard,crickard2f@nyu.edu,female,animate weapon,Necromancer,crickard2f,139,Kenya,32
88,88,Gavrielle,,gkersey2g@sina.com.cn,female,barrage,Guardian,gfryd2g,262,China,21
89,89,Rudolfo,Imesen,rimesen2h@paginegialle.it,female,barrage,Occultist,rimesen2h,253,Kenya,72
90,90,Lacie,Durdle,ldurdle2i@acquirethisname.com,female,barrage,Deadeye,ldurdle2i,275,South Korea,77
91,91,Lauraine,Spatari,lspatari2j@nyu.edu,female,arctic armour,Elementalist,lspatari2j,298,Finland,39
92,92,Derry,,dcorrao2k@disqus.com,female,arctic armour,Occultist,dgouinlock2k,69,Chile,44
93,93,,MacColl,bmaccoll2l@dagondesign.com,female,animate weapon,Inquisitor,jmaccoll2l,6,Morocco,14
94,94,Charo,,cmunnings2m@rambler.ru,female,animate weapon,Hierophant,ckumar2m,54,Poland,73
95,95,Roslyn,Louisot,rlouisot2n@google.it,female,arctic armour,Trickster,rlouisot2n,429,South Sudan,54
96,96,Ceil,,cgooding2o@tinyurl.com,female,arctic armour,Assassin,cgobeau2o,373,United States,41
97,97,Bree,Agget,bagget2p@eventbrite.com,female,animate weapon,Champion,bagget2p,329,South Georgia and the South Sandwich Islands,59
98,98,Alric,Sutliff,asutliff2q@businessinsider.com,female,barrage,Hierophant,asutliff2q,53,Pakistan,55
99,99,Vernon,Findlow,vfindlow2r@nbcnews.com,male,arctic armour,Champion,vfindlow2r,182,Micronesia,29
100,100,Burton,Brandom,bbrandom2s@ucoz.ru,male,barrage,Berserker,bbrandom2s,170,Dominican Republic,12
