,index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
45,45,,Kenforth,tkenforth19@printfriendly.com,female,arctic armour,Hierophant,kkenforth19,312,Guatemala,87
46,46,Brigid,,bhardiman1a@wired.com,female,animate weapon,Necromancer,bguisot1a,395,Benin,44
47,47,Gusty,Jerger,gjerger1b@toplist.cz,female,barrage,Guardian,gjerger1b,335,Thailand,16
48,48,,Nenci,rnenci1c@cisco.com,female,barrage,Slayer,jnenci1c,184,Morocco,83
49,49,,Pennycook,zpennycook1d@linkedin.com,female,barrage,Raider,ppennycook1d,111,Slovenia,88
50,50,Niel,,ngorelli1e@digg.com,female,arctic armour,Chieftain,nsouten1e,362,Republic of the Congo,38
51,51,Buddy,Padwick,bpadwick1f@baidu.com,female,barrage,Raider,bpadwick1f,30,South Georgia and the South Sandwich Islands,94
52,52,Jamison,Itzkin,jitzkin1g@tinypic.com,female,barrage,Juggernaut,jitzkin1g,283,Vietnam,66
53,53,Cathe,,ctoomer1h@networkadvertising.org,female,animate weapon,Saboteur,cbusek1h,413,Kazakhstan,43
54,54,,,vwitter1i@163.com,female,barrage,Champion,dbeatty1i,99,Slovenia,41
55,55,Christabella,Kem,ckem1j@aol.com,female,barrage,Inquisitor,ckem1j,365,Japan,63
56,56,Pam,Cavolini,pcavolini1k@geocities.com,female,animate weapon,Gladiator,pcavolini1k,90,Saint Barthelemy,70
57,57,Elaine,,ebreens1l@ucoz.ru,female,barrage,Pathfinder,esage1l,397,Venezuela,58
58,58,Pen,Grolle,pgrolle1m@tripadvisor.com,female,barrage,Saboteur,pgrolle1m,46,Uruguay,58
59,59,Cherilyn,Scutcheon,cscutcheon1n@comsenz.com,female,barrage,Trickster,cscutcheon1n,186,South Georgia and the South Sandwich Islands,36
60,60,Cahra,Rawes,crawes1o@oaic.gov.au,female,arctic armour,Pathfinder,crawes1o,390,Latvia,14
61,61,Port,Caulcutt,pcaulcutt1p@cornell.edu,female,barrage,Pathfinder,pcaulcutt1p,144,South Georgia and the South Sandwich Islands,40
62,62,Fifine,Pinchen,fpinchen1q@wikipedia.org,female,barrage,Hierophant,fpinchen1q,441,Syria,2
63,63,Geoff,,gcogger1r@nytimes.com,female,animate weapon,Guardian,gcamier1r,397,Guatemala,79
64,64,Jarrad,Meechan,jmeechan1s@elegantthemes.com,female,arctic armour,Necromancer,jmeechan1s,310,Brazil,89
65,65,Zedekiah,,zferraresi1t@storify.com,female,animate weapon,Inquisitor,ztomson1t,54,Uganda,94
66,66,Hester,Verrill,hverrill1u@tmall.com,female,barrage,Slayer,hverrill1u,51,Austria,13
67,67,Gareth,Spadaro,gspadaro1v@livejournal.com,female,animate weapon,Occultist,gspadaro1v,252,Thailand,18
68,68,Graham,Attwoul,gattwoul1w@topsy.com,female,animate weapon,Pathfinder,gattwoul1w,273,Bulgaria,37
69,69,,,vromi1x@sciencedaily.com,female,barrage,Deadeye,csargint1x,105,North Korea,25
70,70,Edith,Lyst,elyst1y@opensource.org,female,animate weapon,Deadeye,elyst1y,392,Guatemala,68
71,71,Walton,,wramsdell1z@jalbum.net,female,arctic armour,Ascendant,wbetts1z,24,Comoros,26
72,72,Paul,,prootes20@stumbleupon.com,female,animate weapon,Deadeye,plysaght20,225,Micronesia,95
73,73,Ferris,Wroath,fwroath21@pinterest.com,female,animate weapon,Deadeye,fwroath21,284,Micronesia,16
74,74,Riane,Farfoot,rfarfoot22@shutterfly.com,female,barrage,Chieftain,rfarfoot22,32,Uganda,32
75,75,Flor,Callander,fcallander23@tiny.cc,female,animate weapon,Chieftain,fcallander23,256,Morocco,78
76,76,Harold,Davidov,hdavidov24@issuu.com,female,barrage,Ascendant,hdavidov24,295,Ethiopia,21
77,77,Molli,,mhaps25@wp.com,female,barrage,Raider,mgyves25,118,Bulgaria,58
78,78,Aloysius,,ajimmes26@elegantthemes.com,female,animate weapon,Occultist,aokielt26,50,Nicaragua,29
79,79,Scotty,,sfarbrace27@cocolog-nifty.com,female,animate weapon,Hierophant,smuino27,164,Peru,32
80,80,Janenna,,jstihl28@furl.net,female,animate weapon,Saboteur,jseagar28,264,Marshall Islands,59
81,81,Gregorio,Bartolic,gbartolic29@howstuffworks.com,female,animate weapon,Raider,gbartolic29,423,Paraguay,6
82,82,Sandor,Popov,spopov2a@cmu.edu,female,animate weapon,Raider,spopov2a,325,Bosnia and Herzegovina,26
83,83,Garrik,,gsaunderson2b@seattletimes.com,female,barrage,Saboteur,gelldred2b,297,North Korea,90
84,84,Padget,Kiledal,pkiledal2c@youtube.com,female,arctic armour,Saboteur,pkiledal2c,126,Kyrgyzstan,8
85,85,Evita,Golthorpp,egolthorpp2d@newsvine.com,female,barrage,Gladiator,egolthorpp2d,295,Somalia,47
86,86,Yehudi,,ycordero2e@cpanel.net,female,arctic armour,Inquisitor,ybaynes2e,170,Italy,55
87,87,Charline,Rickard,crickard2f@nyu.edu,female,animate weapon,Trickster,crickard2f,139,Luxembourg,90
88,88,Gavrielle,,gkersey2g@sina.com.cn,female,barrage,Juggernaut,gfryd2g,262,Iran,83
89,89,Rudolfo,Imesen,rimesen2h@paginegialle.it,female,barrage,Saboteur,rimesen2h,253,Nigeria,41
90,90,Lacie,Durdle,ldurdle2i@acquirethisname.com,female,barrage,Necromancer,ldurdle2i,275,Japan,88
91,91,Lauraine,Spatari,lspatari2j@nyu.edu,female,arctic armour,Necromancer,lspatari2j,298,Eritrea,42
92,92,Derry,,dcorrao2k@disqus.com,female,arctic armour,Assassin,dgouinlock2k,69,Malaysia,70
93,93,,MacColl,bmaccoll2l@dagondesign.com,female,animate weapon,Champion,jmaccoll2l,6,Thailand,26
94,94,Charo,,cmunnings2m@rambler.ru,female,animate weapon,Assassin,ckumar2m,54,Belarus,36
95,95,Roslyn,Louisot,rlouisot2n@google.it,female,arctic armour,Saboteur,rlouisot2n,429,Croatia,33
96,96,Ceil,,cgooding2o@tinyurl.com,female,arctic armour,Assassin,cgobeau2o,373,Iran,18
97,97,Bree,Agget,bagget2p@eventbrite.com,female,animate weapon,Chieftain,bagget2p,329,Poland,87
98,98,Alric,Sutliff,asutliff2q@businessinsider.com,female,barrage,Elementalist,asutliff2q,53,Belize,79
99,99,Vernon,Findlow,vfindlow2r@nbcnews.com,male,arctic armour,Hierophant,vfindlow2r,182,Malaysia,2
100,100,Burton,Brandom,bbrandom2s@ucoz.ru,male,barrage,Assassin,bbrandom2s,170,Tajikistan,60
