,index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
60,60,Cahra,Rawes,crawes1o@oaic.gov.au,female,arctic armour,Elementalist,crawes1o,390,Russia,14
61,61,Port,Caulcutt,pcaulcutt1p@cornell.edu,female,barrage,Inquisitor,pcaulcutt1p,144,United States,75
62,62,Fifine,Pinchen,fpinchen1q@wikipedia.org,female,barrage,Deadeye,fpinchen1q,441,Namibia,44
63,63,Geoff,,gcogger1r@nytimes.com,female,animate weapon,Champion,gcamier1r,397,Finland,52
64,64,Jarrad,Meechan,jmeechan1s@elegantthemes.com,female,arctic armour,Champion,jmeechan1s,310,Colombia,73
65,65,Zedekiah,,zferraresi1t@storify.com,female,animate weapon,Pathfinder,ztomson1t,54,Germany,40
66,66,Hester,Verrill,hverrill1u@tmall.com,female,barrage,Trickster,hverrill1u,51,Svalbard and Jan Mayen,63
67,67,Gareth,Spadaro,gspadaro1v@livejournal.com,female,animate weapon,Champion,gspadaro1v,252,Sudan,23
68,68,Graham,Attwoul,gattwoul1w@topsy.com,female,animate weapon,Chieftain,gattwoul1w,273,Marshall Islands,81
69,69,,,vromi1x@sciencedaily.com,female,barrage,Gladiator,csargint1x,105,Nigeria,50
70,70,Edith,Lyst,elyst1y@opensource.org,female,animate weapon,Slayer,elyst1y,392,Czech Republic,63
71,71,Walton,,wramsdell1z@jalbum.net,female,arctic armour,Berserker,wbetts1z,24,Taiwan,70
72,72,Paul,,prootes20@stumbleupon.com,female,animate weapon,Occultist,plysaght20,225,Croatia,83
73,73,Ferris,Wroath,fwroath21@pinterest.com,female,animate weapon,Ascendant,fwroath21,284,Morocco,82
74,74,Riane,Farfoot,rfarfoot22@shutterfly.com,female,barrage,Pathfinder,rfarfoot22,32,Ecuador,95
75,75,Flor,Callander,fcallander23@tiny.cc,female,animate weapon,Ascendant,fcallander23,256,Ukraine,99
76,76,Harold,Davidov,hdavidov24@issuu.com,female,barrage,Raider,hdavidov24,295,Yemen,94
77,77,Molli,,mhaps25@wp.com,female,barrage,Saboteur,mgyves25,118,Germany,9
78,78,Aloysius,,ajimmes26@elegantthemes.com,female,animate weapon,Necromancer,aokielt26,50,South Korea,23
79,79,Scotty,,sfarbrace27@cocolog-nifty.com,female,animate weapon,Pathfinder,smuino27,164,Argentina,74
80,80,Janenna,,jstihl28@furl.net,female,animate weapon,Elementalist,jseagar28,264,Kyrgyzstan,71
81,81,Gregorio,Bartolic,gbartolic29@howstuffworks.com,female,animate weapon,Juggernaut,gbartolic29,423,Cameroon,70
82,82,Sandor,Popov,spopov2a@cmu.edu,female,animate weapon,Elementalist,spopov2a,325,North Korea,43
83,83,Garrik,,gsaunderson2b@seattletimes.com,female,barrage,Saboteur,gelldred2b,297,Ukraine,86
84,84,Padget,Kiledal,pkiledal2c@youtube.com,female,arctic armour,Chieftain,pkiledal2c,126,Slovenia,66
85,85,Evita,Golthorpp,egolthorpp2d@newsvine.com,female,barrage,Gladiator,egolthorpp2d,295,Chad,53
86,86,Yehudi,,ycordero2e@cpanel.net,female,arctic armour,Trickster,ybaynes2e,170,East Timor,34
87,87,Charline,Rickard,crickard2f@nyu.edu,female,animate weapon,Inquisitor,crickard2f,139,Greece,66
88,88,Gavrielle,,gkersey2g@sina.com.cn,female,barrage,Deadeye,gfryd2g,262,Sri Lanka,26
89,89,Rudolfo,Imesen,rimesen2h@paginegialle.it,female,barrage,Berserker,rimesen2h,253,Japan,44
90,90,Lacie,Durdle,ldurdle2i@acquirethisname.com,female,barrage,Gladiator,ldurdle2i,275,Bosnia and Herzegovina,41
91,91,Lauraine,Spatari,lspatari2j@nyu.edu,female,arctic armour,Chieftain,lspatari2j,298,Afghanistan,20
92,92,Derry,,dcorrao2k@disqus.com,female,arctic armour,Berserker,dgouinlock2k,69,Micronesia,19
93,93,,MacColl,bmaccoll2l@dagondesign.com,female,animate weapon,Deadeye,jmaccoll2l,6,Ukraine,11
94,94,Charo,,cmunnings2m@rambler.ru,female,animate weapon,Gladiator,ckumar2m,54,Sierra Leone,27
95,95,Roslyn,Louisot,rlouisot2n@google.it,female,arctic armour,Pathfinder,rlouisot2n,429,Nicaragua,12
96,96,Ceil,,cgooding2o@tinyurl.com,female,arctic armour,Occultist,cgobeau2o,373,Zambia,25
97,97,Bree,Agget,bagget2p@eventbrite.com,female,animate weapon,Champion,bagget2p,329,Spain,55
98,98,Alric,Sutliff,asutliff2q@businessinsider.com,female,barrage,Inquisitor,asutliff2q,53,Macedonia,21
99,99,Vernon,Findlow,vfindlow2r@nbcnews.com,male,arctic armour,Assassin,vfindlow2r,182,North Korea,68
100,100,Burton,Brandom,bbrandom2s@ucoz.ru,male,barrage,Guardian,bbrandom2s,170,Madagascar,42
