,index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
20,20,Tarrance,Rait,traitk@ehow.com,female,barrage,Raider,traitk,286,Ghana,92
21,21,Antone,,adeluzel@mediafire.com,female,arctic armour,Juggernaut,agoulterl,78,El Salvador,50
22,22,,Tidey,rtideym@oaic.gov.au,female,barrage,Ascendant,ktideym,60,Tajikistan,68
23,23,Sheela,,sredfearnn@nationalgeographic.com,female,arctic armour,Gladiator,selkingtonn,148,Czech Republic,91
24,24,Selma,Alven,salveno@themeforest.net,female,animate weapon,Slayer,salveno,384,Chile,92
25,25,Magdalen,Kennaird,mkennairdp@mail.ru,female,arctic armour,Assassin,mkennairdp,264,Micronesia,56
26,26,Ilene,Metheringham,imetheringhamq@domainmarket.com,female,barrage,Deadeye,imetheringhamq,434,Kazakhstan,23
27,27,Karlene,Bezemer,kbezemerr@digg.com,female,animate weapon,Champion,kbezemerr,44,Moldova,34
28,28,,Kearns,jkearnss@amazon.com,female,barrage,Hierophant,skearnss,59,Argentina,22
29,29,Hendrik,Baterip,hbateript@google.cn,female,arctic armour,Hierophant,hbateript,347,Lithuania,25
30,30,Daile,Qusklay,dqusklayu@chicagotribune.com,female,arctic armour,Assassin,dqusklayu,103,Tajikistan,93
31,31,Jeanna,,jwhearv@163.com,female,barrage,Hierophant,jbainesv,228,Denmark,50
32,32,Rosamund,Matelaitis,rmatelaitisw@webeden.co.uk,female,animate weapon,Elementalist,rmatelaitisw,322,Egypt,61
33,33,Celia,Fellenor,cfellenorx@nps.gov,female,barrage,Gladiator,cfellenorx,133,Belarus,39
34,34,Dacey,,dcassiey@ihg.com,female,barrage,Chieftain,dbrienty,333,South Africa,3
35,35,Eben,,ecavanz@t.co,female,arctic armour,Occultist,evanderhoevenz,390,Israel,79
36,36,Mordy,Shelly,mshelly10@wufoo.com,female,animate weapon,Deadeye,mshelly10,60,Jordan,82
37,37,Brook,Severwright,bseverwright11@constantcontact.com,female,arctic armour,Guardian,bseverwright11,214,South Sudan,60
38,38,Jacquette,Pettet,jpettet12@shinystat.com,female,arctic armour,Chieftain,jpettet12,416,Uganda,76
39,39,Roberto,,rwhickman13@cornell.edu,female,barrage,Guardian,rmcmanaman13,124,Uruguay,13
40,40,Mathilda,Scintsbury,mscintsbury14@shutterfly.com,female,animate weapon,Ascendant,mscintsbury14,429,Japan,91
41,41,Bancroft,,bball15@ihg.com,female,arctic armour,Raider,bmarrington15,362,Netherlands,75
42,42,Bengt,Shory,bshory16@apple.com,female,barrage,Elementalist,bshory16,173,Malta,92
43,43,Laina,,lscoyne17@independent.co.uk,female,barrage,Pathfinder,lennew17,364,Croatia,76
44,44,,Citrine,jcitrine18@usnews.com,female,animate weapon,Chieftain,jcitrine18,54,Afghanistan,47
45,45,,Kenforth,tkenforth19@printfriendly.com,female,arctic armour,Slayer,kkenforth19,312,Croatia,61
46,46,Brigid,,bhardiman1a@wired.com,female,animate weapon,Slayer,bguisot1a,395,Bolivia,2
47,47,Gusty,Jerger,gjerger1b@toplist.cz,female,barrage,Deadeye,gjerger1b,335,Hungary,78
48,48,,Nenci,rnenci1c@cisco.com,female,barrage,Slayer,jnenci1c,184,Bulgaria,85
49,49,,Pennycook,zpennycook1d@linkedin.com,female,barrage,Inquisitor,ppennycook1d,111,Ethiopia,72
50,50,Niel,,ngorelli1e@digg.com,female,arctic armour,Chieftain,nsouten1e,362,Japan,89
51,51,Buddy,Padwick,bpadwick1f@baidu.com,female,barrage,Deadeye,bpadwick1f,30,Norway,1
52,52,Jamison,Itzkin,jitzkin1g@tinypic.com,female,barrage,Gladiator,jitzkin1g,283,China,16
53,53,Cathe,,ctoomer1h@networkadvertising.org,female,animate weapon,Occultist,cbusek1h,413,Belize,92
54,54,,,vwitter1i@163.com,female,barrage,Assassin,dbeatty1i,99,Sri Lanka,31
55,55,Christabella,Kem,ckem1j@aol.com,female,barrage,Assassin,ckem1j,365,Republic of the Congo,17
56,56,Pam,Cavolini,pcavolini1k@geocities.com,female,animate weapon,Berserker,pcavolini1k,90,Germany,14
57,57,Elaine,,ebreens1l@ucoz.ru,female,barrage,Necromancer,esage1l,397,Austria,86
58,58,Pen,Grolle,pgrolle1m@tripadvisor.com,female,barrage,Assassin,pgrolle1m,46,Slovenia,85
59,59,Cherilyn,Scutcheon,cscutcheon1n@comsenz.com,female,barrage,Berserker,cscutcheon1n,186,Latvia,41
60,60,Cahra,Rawes,crawes1o@oaic.gov.au,female,arctic armour,Slayer,crawes1o,390,Mauritania,22
61,61,Port,Caulcutt,pcaulcutt1p@cornell.edu,female,barrage,Saboteur,pcaulcutt1p,144,Chile,9
62,62,Fifine,Pinchen,fpinchen1q@wikipedia.org,female,barrage,Gladiator,fpinchen1q,441,Macedonia,13
63,63,Geoff,,gcogger1r@nytimes.com,female,animate weapon,Juggernaut,gcamier1r,397,Argentina,97
64,64,Jarrad,Meechan,jmeechan1s@elegantthemes.com,female,arctic armour,Slayer,jmeechan1s,310,Sudan,65
65,65,Zedekiah,,zferraresi1t@storify.com,female,animate weapon,Juggernaut,ztomson1t,54,Czech Republic,9
66,66,Hester,Verrill,hverrill1u@tmall.com,female,barrage,Berserker,hverrill1u,51,Kenya,24
67,67,Gareth,Spadaro,gspadaro1v@livejournal.com,female,animate weapon,Inquisitor,gspadaro1v,252,Chad,24
68,68,Graham,Attwoul,gattwoul1w@topsy.com,female,animate weapon,Saboteur,gattwoul1w,273,Syria,10
69,69,,,vromi1x@sciencedaily.com,female,barrage,Hierophant,csargint1x,105,Jamaica,43
70,70,Edith,Lyst,elyst1y@opensource.org,female,animate weapon,Gladiator,elyst1y,392,Thailand,97
71,71,Walton,,wramsdell1z@jalbum.net,female,arctic armour,Assassin,wbetts1z,24,Israel,68
72,72,Paul,,prootes20@stumbleupon.com,female,animate weapon,Ascendant,plysaght20,225,Iraq,33
73,73,Ferris,Wroath,fwroath21@pinterest.com,female,animate weapon,Elementalist,fwroath21,284,Bulgaria,7
74,74,Riane,Farfoot,rfarfoot22@shutterfly.com,female,barrage,Trickster,rfarfoot22,32,Brazil,65
75,75,Flor,Callander,fcallander23@tiny.cc,female,animate weapon,Gladiator,fcallander23,256,Chile,59
76,76,Harold,Davidov,hdavidov24@issuu.com,female,barrage,Gladiator,hdavidov24,295,Malta,8
77,77,Molli,,mhaps25@wp.com,female,barrage,Trickster,mgyves25,118,Benin,48
78,78,Aloysius,,ajimmes26@elegantthemes.com,female,animate weapon,Trickster,aokielt26,50,Portugal,53
79,79,Scotty,,sfarbrace27@cocolog-nifty.com,female,animate weapon,Occultist,smuino27,164,Iran,26
80,80,Janenna,,jstihl28@furl.net,female,animate weapon,Occultist,jseagar28,264,Mauritania,83
81,81,Gregorio,Bartolic,gbartolic29@howstuffworks.com,female,animate weapon,Pathfinder,gbartolic29,423,Palestinian Territory,53
82,82,Sandor,Popov,spopov2a@cmu.edu,female,animate weapon,Berserker,spopov2a,325,Marshall Islands,20
83,83,Garrik,,gsaunderson2b@seattletimes.com,female,barrage,Assassin,gelldred2b,297,Colombia,2
84,84,Padget,Kiledal,pkiledal2c@youtube.com,female,arctic armour,Slayer,pkiledal2c,126,Argentina,57
85,85,Evita,Golthorpp,egolthorpp2d@newsvine.com,female,barrage,Champion,egolthorpp2d,295,Nicaragua,54
86,86,Yehudi,,ycordero2e@cpanel.net,female,arctic armour,Hierophant,ybaynes2e,170,Portugal,94
87,87,Charline,Rickard,crickard2f@nyu.edu,female,animate weapon,Hierophant,crickard2f,139,Belarus,52
88,88,Gavrielle,,gkersey2g@sina.com.cn,female,barrage,Trickster,gfryd2g,262,Kazakhstan,79
89,89,Rudolfo,Imesen,rimesen2h@paginegialle.it,female,barrage,Juggernaut,rimesen2h,253,Egypt,82
90,90,Lacie,Durdle,ldurdle2i@acquirethisname.com,female,barrage,Raider,ldurdle2i,275,Israel,98
91,91,Lauraine,Spatari,lspatari2j@nyu.edu,female,arctic armour,Berserker,lspatari2j,298,Uruguay,19
92,92,Derry,,dcorrao2k@disqus.com,female,arctic armour,Saboteur,dgouinlock2k,69,Sri Lanka,38
93,93,,MacColl,bmaccoll2l@dagondesign.com,female,animate weapon,Pathfinder,jmaccoll2l,6,Kosovo,6
94,94,Charo,,cmunnings2m@rambler.ru,female,animate weapon,Juggernaut,ckumar2m,54,Greece,78
95,95,Roslyn,Louisot,rlouisot2n@google.it,female,arctic armour,Juggernaut,rlouisot2n,429,Zimbabwe,88
96,96,Ceil,,cgooding2o@tinyurl.com,female,arctic armour,Chieftain,cgobeau2o,373,Somalia,50
97,97,Bree,Agget,bagget2p@eventbrite.com,female,animate weapon,Juggernaut,bagget2p,329,South Georgia and the South Sandwich Islands,45
98,98,Alric,Sutliff,asutliff2q@businessinsider.com,female,barrage,Inquisitor,asutliff2q,53,Nigeria,49
99,99,Vernon,Findlow,vfindlow2r@nbcnews.com,male,arctic armour,Inquisitor,vfindlow2r,182,Jamaica,99
100,100,Burton,Brandom,bbrandom2s@ucoz.ru,male,barrage,Pathfinder,bbrandom2s,170,Uganda,49
