,index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
32,32,Rosamund,Matelaitis,rmatelaitisw@webeden.co.uk,female,animate weapon,Raider,rmatelaitisw,322,Belize,71
33,33,Celia,Fellenor,cfellenorx@nps.gov,female,barrage,Gladiator,cfellenorx,133,Paraguay,45
34,34,Dacey,,dcassiey@ihg.com,female,barrage,Guardian,dbrienty,333,Iran,97
35,35,Eben,,ecavanz@t.co,female,arctic armour,Occultist,evanderhoevenz,390,Colombia,37
36,36,Mordy,Shelly,mshelly10@wufoo.com,female,animate weapon,Ascendant,mshelly10,60,Bangladesh,27
37,37,Brook,Severwright,bseverwright11@constantcontact.com,female,arctic armour,Inquisitor,bseverwright11,214,Paraguay,55
38,38,Jacquette,Pettet,jpettet12@shinystat.com,female,arctic armour,Pathfinder,jpettet12,416,Tajikistan,65
39,39,Roberto,,rwhickman13@cornell.edu,female,barrage,Slayer,rmcmanaman13,124,Philippines,42
40,40,Mathilda,Scintsbury,mscintsbury14@shutterfly.com,female,animate weapon,Assassin,mscintsbury14,429,Albania,43
41,41,Bancroft,,bball15@ihg.com,female,arctic armour,Berserker,bmarrington15,362,Uganda,85
42,42,Bengt,Shory,bshory16@apple.com,female,barrage,Slayer,bshory16,173,Nepal,58
43,43,Laina,,lscoyne17@independent.co.uk,female,barrage,Hierophant,lennew17,364,Israel,41
44,44,,Citrine,jcitrine18@usnews.com,female,animate weapon,Hierophant,jcitrine18,54,Haiti,80
45,45,,Kenforth,tkenforth19@printfriendly.com,female,arctic armour,Necromancer,kkenforth19,312,Iraq,83
46,46,Brigid,,bhardiman1a@wired.com,female,animate weapon,Saboteur,bguisot1a,395,Netherlands,81
47,47,Gusty,Jerger,gjerger1b@toplist.cz,female,barrage,Juggernaut,gjerger1b,335,Guam,84
48,48,,Nenci,rnenci1c@cisco.com,female,barrage,Assassin,jnenci1c,184,South Georgia and the South Sandwich Islands,96
49,49,,Pennycook,zpennycook1d@linkedin.com,female,barrage,Gladiator,ppennycook1d,111,Dominican Republic,80
50,50,Niel,,ngorelli1e@digg.com,female,arctic armour,Pathfinder,nsouten1e,362,Azerbaijan,2
51,51,Buddy,Padwick,bpadwick1f@baidu.com,female,barrage,Deadeye,bpadwick1f,30,Bulgaria,51
52,52,Jamison,Itzkin,jitzkin1g@tinypic.com,female,barrage,Trickster,jitzkin1g,283,Colombia,79
53,53,Cathe,,ctoomer1h@networkadvertising.org,female,animate weapon,Slayer,cbusek1h,413,Pakistan,56
54,54,,,vwitter1i@163.com,female,barrage,Berserker,dbeatty1i,99,Ivory Coast,30
55,55,Christabella,Kem,ckem1j@aol.com,female,barrage,Assassin,ckem1j,365,Bhutan,96
56,56,Pam,Cavolini,pcavolini1k@geocities.com,female,animate weapon,Elementalist,pcavolini1k,90,Denmark,95
57,57,Elaine,,ebreens1l@ucoz.ru,female,barrage,Berserker,esage1l,397,Svalbard and Jan Mayen,84
58,58,Pen,Grolle,pgrolle1m@tripadvisor.com,female,barrage,Gladiator,pgrolle1m,46,Comoros,18
59,59,Cherilyn,Scutcheon,cscutcheon1n@comsenz.com,female,barrage,Chieftain,cscutcheon1n,186,Senegal,24
60,60,Cahra,Rawes,crawes1o@oaic.gov.au,female,arctic armour,Raider,crawes1o,390,Syria,74
61,61,Port,Caulcutt,pcaulcutt1p@cornell.edu,female,barrage,Pathfinder,pcaulcutt1p,144,Yemen,46
62,62,Fifine,Pinchen,fpinchen1q@wikipedia.org,female,barrage,Assassin,fpinchen1q,441,Pakistan,69
63,63,Geoff,,gcogger1r@nytimes.com,female,animate weapon,Slayer,gcamier1r,397,Vanuatu,51
64,64,Jarrad,Meechan,jmeechan1s@elegantthemes.com,female,arctic armour,Pathfinder,jmeechan1s,310,Ivory Coast,86
65,65,Zedekiah,,zferraresi1t@storify.com,female,animate weapon,Berserker,ztomson1t,54,United States,71
66,66,Hester,Verrill,hverrill1u@tmall.com,female,barrage,Juggernaut,hverrill1u,51,Italy,14
67,67,Gareth,Spadaro,gspadaro1v@livejournal.com,female,animate weapon,Inquisitor,gspadaro1v,252,Peru,55
68,68,Graham,Attwoul,gattwoul1w@topsy.com,female,animate weapon,Raider,gattwoul1w,273,Mauritania,21
69,69,,,vromi1x@sciencedaily.com,female,barrage,Necromancer,csargint1x,105,Eritrea,77
70,70,Edith,Lyst,elyst1y@opensource.org,female,animate weapon,Ascendant,elyst1y,392,Jordan,87
71,71,Walton,,wramsdell1z@jalbum.net,female,arctic armour,Deadeye,wbetts1z,24,Morocco,55
72,72,Paul,,prootes20@stumbleupon.com,female,animate weapon,Inquisitor,plysaght20,225,Philippines,89
73,73,Ferris,Wroath,fwroath21@pinterest.com,female,animate weapon,Inquisitor,fwroath21,284,Iraq,55
74,74,Riane,Farfoot,rfarfoot22@shutterfly.com,female,barrage,Deadeye,rfarfoot22,32,Croatia,10
75,75,Flor,Callander,fcallander23@tiny.cc,female,animate weapon,Champion,fcallander23,256,Kosovo,36
76,76,Harold,Davidov,hdavidov24@issuu.com,female,barrage,Chieftain,hdavidov24,295,Canada,78
77,77,Molli,,mhaps25@wp.com,female,barrage,Pathfinder,mgyves25,118,Moldova,76
78,78,Aloysius,,ajimmes26@elegantthemes.com,female,animate weapon,Chieftain,aokielt26,50,Taiwan,94
79,79,Scotty,,sfarbrace27@cocolog-nifty.com,female,animate weapon,Inquisitor,smuino27,164,Laos,10
80,80,Janenna,,jstihl28@furl.net,female,animate weapon,Occultist,jseagar28,264,Venezuela,88
81,81,Gregorio,Bartolic,gbartolic29@howstuffworks.com,female,animate weapon,Berserker,gbartolic29,423,Namibia,54
82,82,Sandor,Popov,spopov2a@cmu.edu,female,animate weapon,Trickster,spopov2a,325,Guatemala,26
83,83,Garrik,,gsaunderson2b@seattletimes.com,female,barrage,Gladiator,gelldred2b,297,Palestinian Territory,25
84,84,Padget,Kiledal,pkiledal2c@youtube.com,female,arctic armour,Guardian,pkiledal2c,126,Mexico,2
85,85,Evita,Golthorpp,egolthorpp2d@newsvine.com,female,barrage,Slayer,egolthorpp2d,295,South Sudan,18
86,86,Yehudi,,ycordero2e@cpanel.net,female,arctic armour,Slayer,ybaynes2e,170,Namibia,36
87,87,Charline,Rickard,crickard2f@nyu.edu,female,animate weapon,Ascendant,crickard2f,139,Zambia,92
88,88,Gavrielle,,gkersey2g@sina.com.cn,female,barrage,Deadeye,gfryd2g,262,Denmark,81
89,89,Rudolfo,Imesen,rimesen2h@paginegialle.it,female,barrage,Champion,rimesen2h,253,Jamaica,57
90,90,Lacie,Durdle,ldurdle2i@acquirethisname.com,female,barrage,Pathfinder,ldurdle2i,275,Kazakhstan,32
91,91,Lauraine,Spatari,lspatari2j@nyu.edu,female,arctic armour,Trickster,lspatari2j,298,Democratic Republic of the Congo,42
92,92,Derry,,dcorrao2k@disqus.com,female,arctic armour,Deadeye,dgouinlock2k,69,South Sudan,64
93,93,,MacColl,bmaccoll2l@dagondesign.com,female,animate weapon,Deadeye,jmaccoll2l,6,Hungary,68
94,94,Charo,,cmunnings2m@rambler.ru,female,animate weapon,Saboteur,ckumar2m,54,Mexico,8
95,95,Roslyn,Louisot,rlouisot2n@google.it,female,arctic armour,Pathfinder,rlouisot2n,429,Tunisia,1
96,96,Ceil,,cgooding2o@tinyurl.com,female,arctic armour,Chieftain,cgobeau2o,373,Syria,37
97,97,Bree,Agget,bagget2p@eventbrite.com,female,animate weapon,Occultist,bagget2p,329,Yemen,17
98,98,Alric,Sutliff,asutliff2q@businessinsider.com,female,barrage,Deadeye,asutliff2q,53,Honduras,88
99,99,Vernon,Findlow,vfindlow2r@nbcnews.com,male,arctic armour,Saboteur,vfindlow2r,182,Azerbaijan,53
100,100,Burton,Brandom,bbrandom2s@ucoz.ru,male,barrage,Trickster,bbrandom2s,170,Zimbabwe,76
