,index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
40,40,Mathilda,Scintsbury,mscintsbury14@shutterfly.com,female,animate weapon,Chieftain,mscintsbury14,429,East Timor,16
41,41,Bancroft,,bball15@ihg.com,female,arctic armour,Elementalist,bmarrington15,362,Sweden,11
42,42,Bengt,Shory,bshory16@apple.com,female,barrage,Champion,bshory16,173,Moldova,87
43,43,Laina,,lscoyne17@independent.co.uk,female,barrage,Juggernaut,lennew17,364,Peru,67
44,44,,Citrine,jcitrine18@usnews.com,female,animate weapon,Hierophant,jcitrine18,54,Honduras,79
45,45,,Kenforth,tkenforth19@printfriendly.com,female,arctic armour,Necromancer,kkenforth19,312,Kenya,72
46,46,Brigid,,bhardiman1a@wired.com,female,animate weapon,Chieftain,bguisot1a,395,Mongolia,9
47,47,Gusty,Jerger,gjerger1b@toplist.cz,female,barrage,Slayer,gjerger1b,335,Azerbaijan,10
48,48,,Nenci,rnenci1c@cisco.com,female,barrage,Ascendant,jnenci1c,184,Benin,36
49,49,,Pennycook,zpennycook1d@linkedin.com,female,barrage,Occultist,ppennycook1d,111,Guatemala,90
50,50,Niel,,ngorelli1e@digg.com,female,arctic armour,Pathfinder,nsouten1e,362,East Timor,9
51,51,Buddy,Padwick,bpadwick1f@baidu.com,female,barrage,Raider,bpadwick1f,30,Jamaica,53
52,52,Jamison,Itzkin,jitzkin1g@tinypic.com,female,barrage,Chieftain,jitzkin1g,283,Laos,40
53,53,Cathe,,ctoomer1h@networkadvertising.org,female,animate weapon,Gladiator,cbusek1h,413,Mauritania,48
54,54,,,vwitter1i@163.com,female,barrage,Berserker,dbeatty1i,99,Bangladesh,42
55,55,Christabella,Kem,ckem1j@aol.com,female,barrage,Trickster,ckem1j,365,Jordan,40
56,56,Pam,Cavolini,pcavolini1k@geocities.com,female,animate weapon,Inquisitor,pcavolini1k,90,Cyprus,45
57,57,Elaine,,ebreens1l@ucoz.ru,female,barrage,Elementalist,esage1l,397,Brazil,89
58,58,Pen,Grolle,pgrolle1m@tripadvisor.com,female,barrage,Trickster,pgrolle1m,46,Tajikistan,60
59,59,Cherilyn,Scutcheon,cscutcheon1n@comsenz.com,female,barrage,Hierophant,cscutcheon1n,186,Czech Republic,88
60,60,Cahra,Rawes,crawes1o@oaic.gov.au,female,arctic armour,Trickster,crawes1o,390,United States,90
61,61,Port,Caulcutt,pcaulcutt1p@cornell.edu,female,barrage,Deadeye,pcaulcutt1p,144,Uganda,39
62,62,Fifine,Pinchen,fpinchen1q@wikipedia.org,female,barrage,Necromancer,fpinchen1q,441,Cameroon,24
63,63,Geoff,,gcogger1r@nytimes.com,female,animate weapon,Slayer,gcamier1r,397,United States,28
64,64,Jarrad,Meechan,jmeechan1s@elegantthemes.com,female,arctic armour,Occultist,jmeechan1s,310,Sudan,84
65,65,Zedekiah,,zferraresi1t@storify.com,female,animate weapon,Hierophant,ztomson1t,54,Philippines,26
66,66,Hester,Verrill,hverrill1u@tmall.com,female,barrage,Berserker,hverrill1u,51,New Zealand,8
67,67,Gareth,Spadaro,gspadaro1v@livejournal.com,female,animate weapon,Deadeye,gspadaro1v,252,Honduras,84
68,68,Graham,Attwoul,gattwoul1w@topsy.com,female,animate weapon,Saboteur,gattwoul1w,273,Tanzania,1
69,69,,,vromi1x@sciencedaily.com,female,barrage,Slayer,csargint1x,105,Sweden,79
70,70,Edith,Lyst,elyst1y@opensource.org,female,animate weapon,Slayer,elyst1y,392,New Caledonia,63
71,71,Walton,,wramsdell1z@jalbum.net,female,arctic armour,Guardian,wbetts1z,24,Indonesia,7
72,72,Paul,,prootes20@stumbleupon.com,female,animate weapon,Juggernaut,plysaght20,225,Bulgaria,67
73,73,Ferris,Wroath,fwroath21@pinterest.com,female,animate weapon,Saboteur,fwroath21,284,Slovenia,97
74,74,Riane,Farfoot,rfarfoot22@shutterfly.com,female,barrage,Hierophant,rfarfoot22,32,Palestinian Territory,8
75,75,Flor,Callander,fcallander23@tiny.cc,female,animate weapon,Deadeye,fcallander23,256,New Caledonia,67
76,76,Harold,Davidov,hdavidov24@issuu.com,female,barrage,Occultist,hdavidov24,295,Malaysia,11
77,77,Molli,,mhaps25@wp.com,female,barrage,Occultist,mgyves25,118,Democratic Republic of the Congo,95
78,78,Aloysius,,ajimmes26@elegantthemes.com,female,animate weapon,Assassin,aokielt26,50,China,56
79,79,Scotty,,sfarbrace27@cocolog-nifty.com,female,animate weapon,Chieftain,smuino27,164,Belarus,83
80,80,Janenna,,jstihl28@furl.net,female,animate weapon,Gladiator,jseagar28,264,Pakistan,86
81,81,Gregorio,Bartolic,gbartolic29@howstuffworks.com,female,animate weapon,Guardian,gbartolic29,423,Eritrea,77
82,82,Sandor,Popov,spopov2a@cmu.edu,female,animate weapon,Champion,spopov2a,325,Somalia,55
83,83,Garrik,,gsaunderson2b@seattletimes.com,female,barrage,Necromancer,gelldred2b,297,Spain,74
84,84,Padget,Kiledal,pkiledal2c@youtube.com,female,arctic armour,Slayer,pkiledal2c,126,Eritrea,48
85,85,Evita,Golthorpp,egolthorpp2d@newsvine.com,female,barrage,Saboteur,egolthorpp2d,295,Austria,67
86,86,Yehudi,,ycordero2e@cpanel.net,female,arctic armour,Elementalist,ybaynes2e,170,El Salvador,17
87,87,Charline,Rickard,crickard2f@nyu.edu,female,animate weapon,Assassin,crickard2f,139,Slovenia,51
88,88,Gavrielle,,gkersey2g@sina.com.cn,female,barrage,Berserker,gfryd2g,262,Belarus,42
89,89,Rudolfo,Imesen,rimesen2h@paginegialle.it,female,barrage,Elementalist,rimesen2h,253,Bhutan,54
90,90,Lacie,Durdle,ldurdle2i@acquirethisname.com,female,barrage,Champion,ldurdle2i,275,Vietnam,94
91,91,Lauraine,Spatari,lspatari2j@nyu.edu,female,arctic armour,Occultist,lspatari2j,298,Zambia,83
92,92,Derry,,dcorrao2k@disqus.com,female,arctic armour,Juggernaut,dgouinlock2k,69,Nepal,20
93,93,,MacColl,bmaccoll2l@dagondesign.com,female,animate weapon,Ascendant,jmaccoll2l,6,Tunisia,36
94,94,Charo,,cmunnings2m@rambler.ru,female,animate weapon,Guardian,ckumar2m,54,Kazakhstan,45
95,95,Roslyn,Louisot,rlouisot2n@google.it,female,arctic armour,Occultist,rlouisot2n,429,Hungary,65
96,96,Ceil,,cgooding2o@tinyurl.com,female,arctic armour,Ascendant,cgobeau2o,373,Portugal,25
97,97,Bree,Agget,bagget2p@eventbrite.com,female,animate weapon,Assassin,bagget2p,329,Moldova,22
98,98,Alric,Sutliff,asutliff2q@businessinsider.com,female,barrage,Guardian,asutliff2q,53,North Korea,30
99,99,Vernon,Findlow,vfindlow2r@nbcnews.com,male,arctic armour,Occultist,vfindlow2r,182,Hungary,1
100,100,Burton,Brandom,bbrandom2s@ucoz.ru,male,barrage,Occultist,bbrandom2s,170,Kosovo,13
