,index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
51,51,Buddy,Padwick,bpadwick1f@baidu.com,female,barrage,Pathfinder,bpadwick1f,30,Bulgaria,56
52,52,Jamison,Itzkin,jitzkin1g@tinypic.com,female,barrage,Occultist,jitzkin1g,283,Saint Barthelemy,89
53,53,Cathe,,ctoomer1h@networkadvertising.org,female,animate weapon,Necromancer,cbusek1h,413,Luxembourg,36
54,54,,,vwitter1i@163.com,female,barrage,Saboteur,dbeatty1i,99,Taiwan,16
55,55,Christabella,Kem,ckem1j@aol.com,female,barrage,Guardian,ckem1j,365,Iraq,96
56,56,Pam,Cavolini,pcavolini1k@geocities.com,female,animate weapon,Ascendant,pcavolini1k,90,Honduras,28
57,57,Elaine,,ebreens1l@ucoz.ru,female,barrage,Gladiator,esage1l,397,Croatia,89
58,58,Pen,Grolle,pgrolle1m@tripadvisor.com,female,barrage,Hierophant,pgrolle1m,46,China,11
59,59,Cherilyn,Scutcheon,cscutcheon1n@comsenz.com,female,barrage,Guardian,cscutcheon1n,186,Lithuania,39
60,60,Cahra,Rawes,crawes1o@oaic.gov.au,female,arctic armour,Hierophant,crawes1o,390,Kazakhstan,71
61,61,Port,Caulcutt,pcaulcutt1p@cornell.edu,female,barrage,Deadeye,pcaulcutt1p,144,Albania,75
62,62,Fifine,Pinchen,fpinchen1q@wikipedia.org,female,barrage,Ascendant,fpinchen1q,441,Zimbabwe,53
63,63,Geoff,,gcogger1r@nytimes.com,female,animate weapon,Inquisitor,gcamier1r,397,New Zealand,8
64,64,Jarrad,Meechan,jmeechan1s@elegantthemes.com,female,arctic armour,Gladiator,jmeechan1s,310,Syria,8
65,65,Zedekiah,,zferraresi1t@storify.com,female,animate weapon,Berserker,ztomson1t,54,Luxembourg,94
66,66,Hester,Verrill,hverrill1u@tmall.com,female,barrage,Necromancer,hverrill1u,51,Dominican Republic,93
67,67,Gareth,Spadaro,gspadaro1v@livejournal.com,female,animate weapon,Guardian,gspadaro1v,252,Somalia,62
68,68,Graham,Attwoul,gattwoul1w@topsy.com,female,animate weapon,Trickster,gattwoul1w,273,Peru,53
69,69,,,vromi1x@sciencedaily.com,female,barrage,Pathfinder,csargint1x,105,South Georgia and the South Sandwich Islands,5
70,70,Edith,Lyst,elyst1y@opensource.org,female,animate weapon,Slayer,elyst1y,392,Uzbekistan,64
71,71,Walton,,wramsdell1z@jalbum.net,female,arctic armour,Assassin,wbetts1z,24,Armenia,90
72,72,Paul,,prootes20@stumbleupon.com,female,animate weapon,Assassin,plysaght20,225,Jamaica,42
73,73,Ferris,Wroath,fwroath21@pinterest.com,female,animate weapon,Elementalist,fwroath21,284,Belize,13
74,74,Riane,Farfoot,rfarfoot22@shutterfly.com,female,barrage,Champion,rfarfoot22,32,Vietnam,32
75,75,Flor,Callander,fcallander23@tiny.cc,female,animate weapon,Occultist,fcallander23,256,Croatia,96
76,76,Harold,Davidov,hdavidov24@issuu.com,female,barrage,Slayer,hdavidov24,295,Azerbaijan,70
77,77,Molli,,mhaps25@wp.com,female,barrage,Occultist,mgyves25,118,Hungary,8
78,78,Aloysius,,ajimmes26@elegantthemes.com,female,animate weapon,Assassin,aokielt26,50,Ecuador,72
79,79,Scotty,,sfarbrace27@cocolog-nifty.com,female,animate weapon,Trickster,smuino27,164,Yemen,75
80,80,Janenna,,jstihl28@furl.net,female,animate weapon,Deadeye,jseagar28,264,Ivory Coast,74
81,81,Gregorio,Bartolic,gbartolic29@howstuffworks.com,female,animate weapon,Deadeye,gbartolic29,423,Comoros,14
82,82,Sandor,Popov,spopov2a@cmu.edu,female,animate weapon,Necromancer,spopov2a,325,Niger,12
83,83,Garrik,,gsaunderson2b@seattletimes.com,female,barrage,Deadeye,gelldred2b,297,Jordan,95
84,84,Padget,Kiledal,pkiledal2c@youtube.com,female,arctic armour,Raider,pkiledal2c,126,Norway,40
85,85,Evita,Golthorpp,egolthorpp2d@newsvine.com,female,barrage,Chieftain,egolthorpp2d,295,Eritrea,95
86,86,Yehudi,,ycordero2e@cpanel.net,female,arctic armour,Raider,ybaynes2e,170,Svalbard and Jan Mayen,84
87,87,Charline,Rickard,crickard2f@nyu.edu,female,animate weapon,Trickster,crickard2f,139,Ecuador,46
88,88,Gavrielle,,gkersey2g@sina.com.cn,female,barrage,Berserker,gfryd2g,262,Niger,81
89,89,Rudolfo,Imesen,rimesen2h@paginegialle.it,female,barrage,Hierophant,rimesen2h,253,Ireland,62
90,90,Lacie,Durdle,ldurdle2i@acquirethisname.com,female,barrage,Necromancer,ldurdle2i,275,Malaysia,99
91,91,Lauraine,Spatari,lspatari2j@nyu.edu,female,arctic armour,Ascendant,lspatari2j,298,Serbia,99
92,92,Derry,,dcorrao2k@disqus.com,female,arctic armour,Necromancer,dgouinlock2k,69,Nigeria,75
93,93,,MacColl,bmaccoll2l@dagondesign.com,female,animate weapon,Assassin,jmaccoll2l,6,Taiwan,2
94,94,Charo,,cmunnings2m@rambler.ru,female,animate weapon,Gladiator,ckumar2m,54,Chile,34
95,95,Roslyn,Louisot,rlouisot2n@google.it,female,arctic armour,Ascendant,rlouisot2n,429,Belarus,92
96,96,Ceil,,cgooding2o@tinyurl.com,female,arctic armour,Saboteur,cgobeau2o,373,Ireland,6
97,97,Bree,Agget,bagget2p@eventbrite.com,female,animate weapon,Occultist,bagget2p,329,Nicaragua,69
98,98,Alric,Sutliff,asutliff2q@businessinsider.com,female,barrage,Elementalist,asutliff2q,53,China,45
99,99,Vernon,Findlow,vfindlow2r@nbcnews.com,male,arctic armour,Slayer,vfindlow2r,182,Colombia,7
100,100,Burton,Brandom,bbrandom2s@ucoz.ru,male,barrage,Guardian,bbrandom2s,170,Mexico,93
