,index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
35,35,Eben,,ecavanz@t.co,female,arctic armour,Deadeye,evanderhoevenz,390,Republic of the Congo,40
36,36,Mordy,Shelly,mshelly10@wufoo.com,female,animate weapon,Slayer,mshelly10,60,Egypt,12
37,37,Brook,Severwright,bseverwright11@constantcontact.com,female,arctic armour,Gladiator,bseverwright11,214,Jordan,85
38,38,Jacquette,Pettet,jpettet12@shinystat.com,female,arctic armour,Elementalist,jpettet12,416,Moldova,62
39,39,Roberto,,rwhickman13@cornell.edu,female,barrage,Pathfinder,rmcmanaman13,124,Argentina,42
40,40,Mathilda,Scintsbury,mscintsbury14@shutterfly.com,female,animate weapon,Pathfinder,mscintsbury14,429,Haiti,4
41,41,Bancroft,,bball15@ihg.com,female,arctic armour,Elementalist,bmarrington15,362,Ireland,9
42,42,Bengt,Shory,bshory16@apple.com,female,barrage,Gladiator,bshory16,173,Serbia,22
43,43,Laina,,lscoyne17@independent.co.uk,female,barrage,Necromancer,lennew17,364,Malaysia,77
44,44,,Citrine,jcitrine18@usnews.com,female,animate weapon,Champion,jcitrine18,54,Afghanistan,17
45,45,,Kenforth,tkenforth19@printfriendly.com,female,arctic armour,Chieftain,kkenforth19,312,Peru,22
46,46,Brigid,,bhardiman1a@wired.com,female,animate weapon,Assassin,bguisot1a,395,Kuwait,58
47,47,Gusty,Jerger,gjerger1b@toplist.cz,female,barrage,Hierophant,gjerger1b,335,Czech Republic,43
48,48,,Nenci,rnenci1c@cisco.com,female,barrage,Ascendant,jnenci1c,184,Luxembourg,14
49,49,,Pennycook,zpennycook1d@linkedin.com,female,barrage,Chieftain,ppennycook1d,111,South Africa,35
50,50,Niel,,ngorelli1e@digg.com,female,arctic armour,Trickster,nsouten1e,362,Ghana,82
51,51,Buddy,Padwick,bpadwick1f@baidu.com,female,barrage,Assassin,bpadwick1f,30,Luxembourg,88
52,52,Jamison,Itzkin,jitzkin1g@tinypic.com,female,barrage,Ascendant,jitzkin1g,283,Malaysia,2
53,53,Cathe,,ctoomer1h@networkadvertising.org,female,animate weapon,Elementalist,cbusek1h,413,Republic of the Congo,90
54,54,,,vwitter1i@163.com,female,barrage,Gladiator,dbeatty1i,99,Malaysia,90
55,55,Christabella,Kem,ckem1j@aol.com,female,barrage,Assassin,ckem1j,365,Kosovo,88
56,56,Pam,Cavolini,pcavolini1k@geocities.com,female,animate weapon,Ascendant,pcavolini1k,90,Philippines,92
57,57,Elaine,,ebreens1l@ucoz.ru,female,barrage,Trickster,esage1l,397,Somalia,94
58,58,Pen,Grolle,pgrolle1m@tripadvisor.com,female,barrage,Hierophant,pgrolle1m,46,Bahrain,8
59,59,Cherilyn,Scutcheon,cscutcheon1n@comsenz.com,female,barrage,Slayer,cscutcheon1n,186,Ethiopia,21
60,60,Cahra,Rawes,crawes1o@oaic.gov.au,female,arctic armour,Raider,crawes1o,390,Austria,92
61,61,Port,Caulcutt,pcaulcutt1p@cornell.edu,female,barrage,Guardian,pcaulcutt1p,144,Chile,51
62,62,Fifine,Pinchen,fpinchen1q@wikipedia.org,female,barrage,Occultist,fpinchen1q,441,Mongolia,12
63,63,Geoff,,gcogger1r@nytimes.com,female,animate weapon,Champion,gcamier1r,397,Belize,36
64,64,Jarrad,Meechan,jmeechan1s@elegantthemes.com,female,arctic armour,Juggernaut,jmeechan1s,310,Sierra Leone,64
65,65,Zedekiah,,zferraresi1t@storify.com,female,animate weapon,Slayer,ztomson1t,54,Denmark,47
66,66,Hester,Verrill,hverrill1u@tmall.com,female,barrage,Slayer,hverrill1u,51,Kenya,74
67,67,Gareth,Spadaro,gspadaro1v@livejournal.com,female,animate weapon,Champion,gspadaro1v,252,Sweden,1
68,68,Graham,Attwoul,gattwoul1w@topsy.com,female,animate weapon,Ascendant,gattwoul1w,273,Ivory Coast,25
69,69,,,vromi1x@sciencedaily.com,female,barrage,Pathfinder,csargint1x,105,Myanmar,83
70,70,Edith,Lyst,elyst1y@opensource.org,female,animate weapon,Gladiator,elyst1y,392,Portugal,64
71,71,Walton,,wramsdell1z@jalbum.net,female,arctic armour,Assassin,wbetts1z,24,Dominican Republic,86
72,72,Paul,,prootes20@stumbleupon.com,female,animate weapon,Champion,plysaght20,225,Philippines,76
73,73,Ferris,Wroath,fwroath21@pinterest.com,female,animate weapon,Saboteur,fwroath21,284,Bahrain,47
74,74,Riane,Farfoot,rfarfoot22@shutterfly.com,female,barrage,Assassin,rfarfoot22,32,Argentina,9
75,75,Flor,Callander,fcallander23@tiny.cc,female,animate weapon,Berserker,fcallander23,256,Vietnam,65
76,76,Harold,Davidov,hdavidov24@issuu.com,female,barrage,Pathfinder,hdavidov24,295,Yemen,19
77,77,Molli,,mhaps25@wp.com,female,barrage,Hierophant,mgyves25,118,Djibouti,23
78,78,Aloysius,,ajimmes26@elegantthemes.com,female,animate weapon,Ascendant,aokielt26,50,Ghana,40
79,79,Scotty,,sfarbrace27@cocolog-nifty.com,female,animate weapon,Gladiator,smuino27,164,Cyprus,6
80,80,Janenna,,jstihl28@furl.net,female,animate weapon,Occultist,jseagar28,264,China,47
81,81,Gregorio,Bartolic,gbartolic29@howstuffworks.com,female,animate weapon,Berserker,gbartolic29,423,Honduras,43
82,82,Sandor,Popov,spopov2a@cmu.edu,female,animate weapon,Assassin,spopov2a,325,Bulgaria,97
83,83,Garrik,,gsaunderson2b@seattletimes.com,female,barrage,Chieftain,gelldred2b,297,Svalbard and Jan Mayen,97
84,84,Padget,Kiledal,pkiledal2c@youtube.com,female,arctic armour,Juggernaut,pkiledal2c,126,Estonia,51
85,85,Evita,Golthorpp,egolthorpp2d@newsvine.com,female,barrage,Occultist,egolthorpp2d,295,Germany,43
86,86,Yehudi,,ycordero2e@cpanel.net,female,arctic armour,Slayer,ybaynes2e,170,Jamaica,37
87,87,Charline,Rickard,crickard2f@nyu.edu,female,animate weapon,Ascendant,crickard2f,139,Zambia,33
88,88,Gavrielle,,gkersey2g@sina.com.cn,female,barrage,Gladiator,gfryd2g,262,Afghanistan,44
89,89,Rudolfo,Imesen,rimesen2h@paginegialle.it,female,barrage,Guardian,rimesen2h,253,Canada,96
90,90,Lacie,Durdle,ldurdle2i@acquirethisname.com,female,barrage,Saboteur,ldurdle2i,275,Lithuania,35
91,91,Lauraine,Spatari,lspatari2j@nyu.edu,female,arctic armour,Elementalist,lspatari2j,298,Italy,62
92,92,Derry,,dcorrao2k@disqus.com,female,arctic armour,Guardian,dgouinlock2k,69,Bahrain,74
93,93,,MacColl,bmaccoll2l@dagondesign.com,female,animate weapon,Pathfinder,jmaccoll2l,6,Yemen,82
94,94,Charo,,cmunnings2m@rambler.ru,female,animate weapon,Necromancer,ckumar2m,54,Israel,22
95,95,Roslyn,Louisot,rlouisot2n@google.it,female,arctic armour,Gladiator,rlouisot2n,429,Paraguay,80
96,96,Ceil,,cgooding2o@tinyurl.com,female,arctic armour,Chieftain,cgobeau2o,373,Syria,86
97,97,Bree,Agget,bagget2p@eventbrite.com,female,animate weapon,Occultist,bagget2p,329,Sweden,7
98,98,Alric,Sutliff,asutliff2q@businessinsider.com,female,barrage,Juggernaut,asutliff2q,53,Honduras,73
99,99,Vernon,Findlow,vfindlow2r@nbcnews.com,male,arctic armour,Guardian,vfindlow2r,182,Kyrgyzstan,76
100,100,Burton,Brandom,bbrandom2s@ucoz.ru,male,barrage,Gladiator,bbrandom2s,170,Finland,35
