,index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
21,21,Antone,,adeluzel@mediafire.com,female,arctic armour,Raider,agoulterl,78,Colombia,85
22,22,,Tidey,rtideym@oaic.gov.au,female,barrage,Occultist,ktideym,60,Azerbaijan,72
23,23,Sheela,,sredfearnn@nationalgeographic.com,female,arctic armour,Guardian,selkingtonn,148,Jamaica,63
24,24,Selma,Alven,salveno@themeforest.net,female,animate weapon,Deadeye,salveno,384,Kazakhstan,88
25,25,Magdalen,Kennaird,mkennairdp@mail.ru,female,arctic armour,Juggernaut,mkennairdp,264,Norway,94
26,26,Ilene,Metheringham,imetheringhamq@domainmarket.com,female,barrage,Deadeye,imetheringhamq,434,Paraguay,22
27,27,Karlene,Bezemer,kbezemerr@digg.com,female,animate weapon,Guardian,kbezemerr,44,East Timor,42
28,28,,Kearns,jkearnss@amazon.com,female,barrage,Trickster,skearnss,59,Serbia,40
29,29,Hendrik,Baterip,hbateript@google.cn,female,arctic armour,Assassin,hbateript,347,France,87
30,30,Daile,Qusklay,dqusklayu@chicagotribune.com,female,arctic armour,Berserker,dqusklayu,103,South Korea,22
31,31,Jeanna,,jwhearv@163.com,female,barrage,Necromancer,jbainesv,228,Palestinian Territory,62
32,32,Rosamund,Matelaitis,rmatelaitisw@webeden.co.uk,female,animate weapon,Raider,rmatelaitisw,322,Yemen,43
33,33,Celia,Fellenor,cfellenorx@nps.gov,female,barrage,Juggernaut,cfellenorx,133,Azerbaijan,72
34,34,Dacey,,dcassiey@ihg.com,female,barrage,Necromancer,dbrienty,333,Saint Barthelemy,48
35,35,Eben,,ecavanz@t.co,female,arctic armour,Assassin,evanderhoevenz,390,Dominican Republic,15
36,36,Mordy,Shelly,mshelly10@wufoo.com,female,animate weapon,Trickster,mshelly10,60,Bulgaria,25
37,37,Brook,Severwright,bseverwright11@constantcontact.com,female,arctic armour,Chieftain,bseverwright11,214,Bosnia and Herzegovina,80
38,38,Jacquette,Pettet,jpettet12@shinystat.com,female,arctic armour,Champion,jpettet12,416,Nepal,61
39,39,Roberto,,rwhickman13@cornell.edu,female,barrage,Champion,rmcmanaman13,124,Senegal,80
40,40,Mathilda,Scintsbury,mscintsbury14@shutterfly.com,female,animate weapon,Slayer,mscintsbury14,429,Moldova,64
41,41,Bancroft,,bball15@ihg.com,female,arctic armour,Inquisitor,bmarrington15,362,Morocco,93
42,42,Bengt,Shory,bshory16@apple.com,female,barrage,Guardian,bshory16,173,Dominican Republic,59
43,43,Laina,,lscoyne17@independent.co.uk,female,barrage,Assassin,lennew17,364,Philippines,52
44,44,,Citrine,jcitrine18@usnews.com,female,animate weapon,Hierophant,jcitrine18,54,Uganda,12
45,45,,Kenforth,tkenforth19@printfriendly.com,female,arctic armour,Pathfinder,kkenforth19,312,Germany,5
46,46,Brigid,,bhardiman1a@wired.com,female,animate weapon,Guardian,bguisot1a,395,Argentina,14
47,47,Gusty,Jerger,gjerger1b@toplist.cz,female,barrage,Pathfinder,gjerger1b,335,Albania,44
48,48,,Nenci,rnenci1c@cisco.com,female,barrage,Saboteur,jnenci1c,184,France,37
49,49,,Pennycook,zpennycook1d@linkedin.com,female,barrage,Elementalist,ppennycook1d,111,Eritrea,20
50,50,Niel,,ngorelli1e@digg.com,female,arctic armour,Deadeye,nsouten1e,362,Zimbabwe,16
51,51,Buddy,Padwick,bpadwick1f@baidu.com,female,barrage,Occultist,bpadwick1f,30,Azerbaijan,5
52,52,Jamison,Itzkin,jitzkin1g@tinypic.com,female,barrage,Juggernaut,jitzkin1g,283,Taiwan,54
53,53,Cathe,,ctoomer1h@networkadvertising.org,female,animate weapon,Raider,cbusek1h,413,Pakistan,24
54,54,,,vwitter1i@163.com,female,barrage,Elementalist,dbeatty1i,99,Kosovo,48
55,55,Christabella,Kem,ckem1j@aol.com,female,barrage,Hierophant,ckem1j,365,Palestinian Territory,73
56,56,Pam,Cavolini,pcavolini1k@geocities.com,female,animate weapon,Chieftain,pcavolini1k,90,Saint Barthelemy,96
57,57,Elaine,,ebreens1l@ucoz.ru,female,barrage,Elementalist,esage1l,397,Nicaragua,34
58,58,Pen,Grolle,pgrolle1m@tripadvisor.com,female,barrage,Guardian,pgrolle1m,46,Mexico,75
59,59,Cherilyn,Scutcheon,cscutcheon1n@comsenz.com,female,barrage,Saboteur,cscutcheon1n,186,Kuwait,38
60,60,Cahra,Rawes,crawes1o@oaic.gov.au,female,arctic armour,Juggernaut,crawes1o,390,South Africa,99
61,61,Port,Caulcutt,pcaulcutt1p@cornell.edu,female,barrage,Inquisitor,pcaulcutt1p,144,Nigeria,33
62,62,Fifine,Pinchen,fpinchen1q@wikipedia.org,female,barrage,Slayer,fpinchen1q,441,Honduras,35
63,63,Geoff,,gcogger1r@nytimes.com,female,animate weapon,Berserker,gcamier1r,397,France,5
64,64,Jarrad,Meechan,jmeechan1s@elegantthemes.com,female,arctic armour,Trickster,jmeechan1s,310,Guam,32
65,65,Zedekiah,,zferraresi1t@storify.com,female,animate weapon,Gladiator,ztomson1t,54,Dominican Republic,58
66,66,Hester,Verrill,hverrill1u@tmall.com,female,barrage,Slayer,hverrill1u,51,Comoros,28
67,67,Gareth,Spadaro,gspadaro1v@livejournal.com,female,animate weapon,Guardian,gspadaro1v,252,East Timor,57
68,68,Graham,Attwoul,gattwoul1w@topsy.com,female,animate weapon,Champion,gattwoul1w,273,Germany,47
69,69,,,vromi1x@sciencedaily.com,female,barrage,Elementalist,csargint1x,105,Benin,87
70,70,Edith,Lyst,elyst1y@opensource.org,female,animate weapon,Chieftain,elyst1y,392,Spain,9
71,71,Walton,,wramsdell1z@jalbum.net,female,arctic armour,Elementalist,wbetts1z,24,Guatemala,46
72,72,Paul,,prootes20@stumbleupon.com,female,animate weapon,Hierophant,plysaght20,225,Sri Lanka,71
73,73,Ferris,Wroath,fwroath21@pinterest.com,female,animate weapon,Berserker,fwroath21,284,Russia,17
74,74,Riane,Farfoot,rfarfoot22@shutterfly.com,female,barrage,Elementalist,rfarfoot22,32,Ukraine,88
75,75,Flor,Callander,fcallander23@tiny.cc,female,animate weapon,Champion,fcallander23,256,Sierra Leone,60
76,76,Harold,Davidov,hdavidov24@issuu.com,female,barrage,Trickster,hdavidov24,295,Poland,79
77,77,Molli,,mhaps25@wp.com,female,barrage,Chieftain,mgyves25,118,Italy,90
78,78,Aloysius,,ajimmes26@elegantthemes.com,female,animate weapon,Chieftain,aokielt26,50,Sweden,4
79,79,Scotty,,sfarbrace27@cocolog-nifty.com,female,animate weapon,Trickster,smuino27,164,Iran,12
80,80,Janenna,,jstihl28@furl.net,female,animate weapon,Saboteur,jseagar28,264,Pakistan,29
81,81,Gregorio,Bartolic,gbartolic29@howstuffworks.com,female,animate weapon,Saboteur,gbartolic29,423,Uzbekistan,86
82,82,Sandor,Popov,spopov2a@cmu.edu,female,animate weapon,Assassin,spopov2a,325,Dominican Republic,91
83,83,Garrik,,gsaunderson2b@seattletimes.com,female,barrage,Saboteur,gelldred2b,297,Haiti,34
84,84,Padget,Kiledal,pkiledal2c@youtube.com,female,arctic armour,Gladiator,pkiledal2c,126,Kyrgyzstan,7
85,85,Evita,Golthorpp,egolthorpp2d@newsvine.com,female,barrage,Ascendant,egolthorpp2d,295,Ethiopia,91
86,86,Yehudi,,ycordero2e@cpanel.net,female,arctic armour,Raider,ybaynes2e,170,Mexico,77
87,87,Charline,Rickard,crickard2f@nyu.edu,female,animate weapon,Slayer,crickard2f,139,Poland,58
88,88,Gavrielle,,gkersey2g@sina.com.cn,female,barrage,Berserker,gfryd2g,262,Dominican Republic,42
89,89,Rudolfo,Imesen,rimesen2h@paginegialle.it,female,barrage,Saboteur,rimesen2h,253,Croatia,67
90,90,Lacie,Durdle,ldurdle2i@acquirethisname.com,female,barrage,Occultist,ldurdle2i,275,Senegal,61
91,91,Lauraine,Spatari,lspatari2j@nyu.edu,female,arctic armour,Saboteur,lspatari2j,298,Iran,66
92,92,Derry,,dcorrao2k@disqus.com,female,arctic armour,Berserker,dgouinlock2k,69,Niger,90
93,93,,MacColl,bmaccoll2l@dagondesign.com,female,animate weapon,Slayer,jmaccoll2l,6,Comoros,28
94,94,Charo,,cmunnings2m@rambler.ru,female,animate weapon,Saboteur,ckumar2m,54,Sierra Leone,39
95,95,Roslyn,Louisot,rlouisot2n@google.it,female,arctic armour,Juggernaut,rlouisot2n,429,Brazil,51
96,96,Ceil,,cgooding2o@tinyurl.com,female,arctic armour,Gladiator,cgobeau2o,373,South Georgia and the South Sandwich Islands,18
97,97,Bree,Agget,bagget2p@eventbrite.com,female,animate weapon,Raider,bagget2p,329,Indonesia,28
98,98,Alric,Sutliff,asutliff2q@businessinsider.com,female,barrage,Chieftain,asutliff2q,53,Benin,79
99,99,Vernon,Findlow,vfindlow2r@nbcnews.com,male,arctic armour,Pathfinder,vfindlow2r,182,Peru,14
100,100,Burton,Brandom,bbrandom2s@ucoz.ru,male,barrage,Raider,bbrandom2s,170,Cameroon,16
