index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
29,Hendrik,Baterip,hbateript@google.cn,female,arctic armour,Raider,hbateript,347,Kuwait,52
30,Daile,Qusklay,dqusklayu@chicagotribune.com,female,arctic armour,Raider,dqusklayu,103,Somalia,98
31,Jeanna,,jwhearv@163.com,female,barrage,Juggernaut,jbainesv,228,Tajikistan,28
32,Rosamund,Matelaitis,rmatelaitisw@webeden.co.uk,female,animate weapon,Inquisitor,rmatelaitisw,322,Mozambique,40
33,Celia,Fellenor,cfellenorx@nps.gov,female,barrage,Assassin,cfellenorx,133,Republic of the Congo,9
34,Dacey,,dcassiey@ihg.com,female,barrage,Pathfinder,dbrienty,333,Benin,30
35,Eben,,ecavanz@t.co,female,arctic armour,Deadeye,evanderhoevenz,390,Sudan,25
36,Mordy,Shelly,mshelly10@wufoo.com,female,animate weapon,Saboteur,mshelly10,60,Sudan,67
37,Brook,Severwright,bseverwright11@constantcontact.com,female,arctic armour,Berserker,bseverwright11,214,Taiwan,62
38,Jacquette,Pettet,jpettet12@shinystat.com,female,arctic armour,Occultist,jpettet12,416,Madagascar,93
39,Roberto,,rwhickman13@cornell.edu,female,barrage,Champion,rmcmanaman13,124,Dominican Republic,77
40,Mathilda,Scintsbury,mscintsbury14@shutterfly.com,female,animate weapon,Assassin,mscintsbury14,429,Namibia,25
41,Bancroft,,bball15@ihg.com,female,arctic armour,Pathfinder,bmarrington15,362,Vietnam,76
42,Bengt,Shory,bshory16@apple.com,female,barrage,Necromancer,bshory16,173,Laos,18
43,Laina,,lscoyne17@independent.co.uk,female,barrage,Trickster,lennew17,364,Democratic Republic of the Congo,64
44,,Citrine,jcitrine18@usnews.com,female,animate weapon,Champion,jcitrine18,54,Vietnam,96
45,,Kenforth,tkenforth19@printfriendly.com,female,arctic armour,Juggernaut,kkenforth19,312,Guam,46
46,Brigid,,bhardiman1a@wired.com,female,animate weapon,Elementalist,bguisot1a,395,Indonesia,36
47,Gusty,Jerger,gjerger1b@toplist.cz,female,barrage,Trickster,gjerger1b,335,Iraq,89
48,,Nenci,rnenci1c@cisco.com,female,barrage,Deadeye,jnenci1c,184,Greece,96
49,,Pennycook,zpennycook1d@linkedin.com,female,barrage,Saboteur,ppennycook1d,111,Yemen,47
50,Niel,,ngorelli1e@digg.com,female,arctic armour,Pathfinder,nsouten1e,362,Uganda,87
51,Buddy,Padwick,bpadwick1f@baidu.com,female,barrage,Hierophant,bpadwick1f,30,Belize,81
52,Jamison,Itzkin,jitzkin1g@tinypic.com,female,barrage,Occultist,jitzkin1g,283,Latvia,38
53,Cathe,,ctoomer1h@networkadvertising.org,female,animate weapon,Berserker,cbusek1h,413,Hungary,67
54,,,vwitter1i@163.com,female,barrage,Ascendant,dbeatty1i,99,Namibia,55
55,Christabella,Kem,ckem1j@aol.com,female,barrage,Elementalist,ckem1j,365,Eritrea,24
56,Pam,Cavolini,pcavolini1k@geocities.com,female,animate weapon,Inquisitor,pcavolini1k,90,Israel,72
57,Elaine,,ebreens1l@ucoz.ru,female,barrage,Slayer,esage1l,397,Sweden,81
58,Pen,Grolle,pgrolle1m@tripadvisor.com,female,barrage,Saboteur,pgrolle1m,46,Ghana,80
59,Cherilyn,Scutcheon,cscutcheon1n@comsenz.com,female,barrage,Juggernaut,cscutcheon1n,186,Moldova,61
60,Cahra,Rawes,crawes1o@oaic.gov.au,female,arctic armour,Elementalist,crawes1o,390,Russia,14
61,Port,Caulcutt,pcaulcutt1p@cornell.edu,female,barrage,Inquisitor,pcaulcutt1p,144,United States,75
62,Fifine,Pinchen,fpinchen1q@wikipedia.org,female,barrage,Deadeye,fpinchen1q,441,Namibia,44
63,Geoff,,gcogger1r@nytimes.com,female,animate weapon,Champion,gcamier1r,397,Finland,52
64,Jarrad,Meechan,jmeechan1s@elegantthemes.com,female,arctic armour,Champion,jmeechan1s,310,Colombia,73
65,Zedekiah,,zferraresi1t@storify.com,female,animate weapon,Pathfinder,ztomson1t,54,Germany,40
66,Hester,Verrill,hverrill1u@tmall.com,female,barrage,Trickster,hverrill1u,51,Svalbard and Jan Mayen,63
67,Gareth,Spadaro,gspadaro1v@livejournal.com,female,animate weapon,Champion,gspadaro1v,252,Sudan,23
68,Graham,Attwoul,gattwoul1w@topsy.com,female,animate weapon,Chieftain,gattwoul1w,273,Marshall Islands,81
69,,,vromi1x@sciencedaily.com,female,barrage,Gladiator,csargint1x,105,Nigeria,50
70,Edith,Lyst,elyst1y@opensource.org,female,animate weapon,Slayer,elyst1y,392,Czech Republic,63
71,Walton,,wramsdell1z@jalbum.net,female,arctic armour,Berserker,wbetts1z,24,Taiwan,70
72,Paul,,prootes20@stumbleupon.com,female,animate weapon,Occultist,plysaght20,225,Croatia,83
73,Ferris,Wroath,fwroath21@pinterest.com,female,animate weapon,Ascendant,fwroath21,284,Morocco,82
74,Riane,Farfoot,rfarfoot22@shutterfly.com,female,barrage,Pathfinder,rfarfoot22,32,Ecuador,95
75,Flor,Callander,fcallander23@tiny.cc,female,animate weapon,Ascendant,fcallander23,256,Ukraine,99
76,Harold,Davidov,hdavidov24@issuu.com,female,barrage,Raider,hdavidov24,295,Yemen,94
77,Molli,,mhaps25@wp.com,female,barrage,Saboteur,mgyves25,118,Germany,9
78,Aloysius,,ajimmes26@elegantthemes.com,female,animate weapon,Necromancer,aokielt26,50,South Korea,23
79,Scotty,,sfarbrace27@cocolog-nifty.com,female,animate weapon,Pathfinder,smuino27,164,Argentina,74
80,Janenna,,jstihl28@furl.net,female,animate weapon,Elementalist,jseagar28,264,Kyrgyzstan,71
81,Gregorio,Bartolic,gbartolic29@howstuffworks.com,female,animate weapon,Juggernaut,gbartolic29,423,Cameroon,70
82,Sandor,Popov,spopov2a@cmu.edu,female,animate weapon,Elementalist,spopov2a,325,North Korea,43
83,Garrik,,gsaunderson2b@seattletimes.com,female,barrage,Saboteur,gelldred2b,297,Ukraine,86
84,Padget,Kiledal,pkiledal2c@youtube.com,female,arctic armour,Chieftain,pkiledal2c,126,Slovenia,66
85,Evita,Golthorpp,egolthorpp2d@newsvine.com,female,barrage,Gladiator,egolthorpp2d,295,Chad,53
86,Yehudi,,ycordero2e@cpanel.net,female,arctic armour,Trickster,ybaynes2e,170,East Timor,34
87,Charline,Rickard,crickard2f@nyu.edu,female,animate weapon,Inquisitor,crickard2f,139,Greece,66
88,Gavrielle,,gkersey2g@sina.com.cn,female,barrage,Deadeye,gfryd2g,262,Sri Lanka,26
89,Rudolfo,Imesen,rimesen2h@paginegialle.it,female,barrage,Berserker,rimesen2h,253,Japan,44
90,Lacie,Durdle,ldurdle2i@acquirethisname.com,female,barrage,Gladiator,ldurdle2i,275,Bosnia and Herzegovina,41
91,Lauraine,Spatari,lspatari2j@nyu.edu,female,arctic armour,Chieftain,lspatari2j,298,Afghanistan,20
92,Derry,,dcorrao2k@disqus.com,female,arctic armour,Berserker,dgouinlock2k,69,Micronesia,19
93,,MacColl,bmaccoll2l@dagondesign.com,female,animate weapon,Deadeye,jmaccoll2l,6,Ukraine,11
94,Charo,,cmunnings2m@rambler.ru,female,animate weapon,Gladiator,ckumar2m,54,Sierra Leone,27
95,Roslyn,Louisot,rlouisot2n@google.it,female,arctic armour,Pathfinder,rlouisot2n,429,Nicaragua,12
96,Ceil,,cgooding2o@tinyurl.com,female,arctic armour,Occultist,cgobeau2o,373,Zambia,25
97,Bree,Agget,bagget2p@eventbrite.com,female,animate weapon,Champion,bagget2p,329,Spain,55
98,Alric,Sutliff,asutliff2q@businessinsider.com,female,barrage,Inquisitor,asutliff2q,53,Macedonia,21
99,Vernon,Findlow,vfindlow2r@nbcnews.com,male,arctic armour,Assassin,vfindlow2r,182,North Korea,68
100,Burton,Brandom,bbrandom2s@ucoz.ru,male,barrage,Guardian,bbrandom2s,170,Madagascar,42
101,Rudolf,Prestner,rprestner2t@cloudflare.com,male,barrage,Guardian,rprestner2t,342,Sweden,65
102,Si,Tearney,stearney2u@hhs.gov,male,barrage,Assassin,stearney2u,358,New Caledonia,73
103,Jen,Corben,jcorben2v@biglobe.ne.jp,male,animate weapon,Deadeye,jcorben2v,13,Kuwait,8
104,Georgie,Narramore,gnarramore2w@house.gov,male,barrage,Guardian,gnarramore2w,330,Bhutan,29
105,Townsend,Upsale,tupsale2x@privacy.gov.au,male,barrage,Inquisitor,tupsale2x,72,Uruguay,5
106,Patrice,Burr,pburr2y@sciencedirect.com,male,arctic armour,Berserker,pburr2y,450,Somalia,96
107,Roze,Lindblad,rlindblad2z@hexun.com,male,animate weapon,Assassin,rlindblad2z,16,Pakistan,51
108,Herman,,hbragg30@msn.com,male,barrage,Raider,hhellyar30,113,Spain,43
109,Carmine,Pirdy,cpirdy31@bbc.co.uk,male,arctic armour,Chieftain,cpirdy31,245,Somalia,3
110,Paula,Perillio,pperillio32@tinyurl.com,male,barrage,Saboteur,pperillio32,400,Poland,33
111,Eliot,Schooley,eschooley33@cbslocal.com,male,barrage,Raider,eschooley33,371,Kyrgyzstan,2
112,Lorilee,Greeve,lgreeve34@oaic.gov.au,male,animate weapon,Champion,lgreeve34,284,Malaysia,71
113,,Berston,cberston35@aboutads.info,male,barrage,Chieftain,cberston35,176,Taiwan,32
114,Burg,,blaweles36@hhs.gov,male,arctic armour,Juggernaut,bserfati36,412,Russia,46
115,Cherianne,Pritty,cpritty37@scribd.com,male,animate weapon,Assassin,cpritty37,79,Guam,20
116,Russell,,rpauncefort38@opera.com,male,arctic armour,Inquisitor,rsaffrin38,272,Palestinian Territory,39
117,Stesha,Della,sdella39@joomla.org,male,barrage,Elementalist,sdella39,224,Malta,36
118,Giles,,glopez3a@deviantart.com,male,barrage,Occultist,gmcilwraith3a,377,Kazakhstan,62
119,Herrick,,hvickerstaff3b@bizjournals.com,male,arctic armour,Champion,hpeirce3b,224,Taiwan,24
120,Louie,,lnoller3c@mayoclinic.com,male,barrage,Pathfinder,lingreda3c,422,Zambia,54
121,Aurel,,alamcken3d@cpanel.net,male,animate weapon,Chieftain,aschwaiger3d,55,Croatia,27
122,Shalna,Pownall,spownall3e@msn.com,male,animate weapon,Necromancer,spownall3e,12,South Africa,29
123,Millisent,Backhurst,mbackhurst3f@topsy.com,male,arctic armour,Saboteur,mbackhurst3f,229,Djibouti,44
124,Corilla,Killock,ckillock3g@oracle.com,male,arctic armour,Hierophant,ckillock3g,268,Mexico,98
125,Conni,,cartois3h@intel.com,male,barrage,Raider,cwithers3h,425,Zambia,48
126,Glynis,Merriton,gmerriton3i@who.int,male,arctic armour,Deadeye,gmerriton3i,231,Senegal,22
127,Tina,,tsyer3j@reverbnation.com,male,barrage,Pathfinder,twaddilove3j,251,Kyrgyzstan,42
128,Martina,Veeler,mveeler3k@sogou.com,male,arctic armour,Pathfinder,mveeler3k,167,Ireland,27
129,Ruddy,Shapera,rshapera3l@weibo.com,male,arctic armour,Chieftain,rshapera3l,359,Tanzania,66
130,Holt,Ruddell,hruddell3m@taobao.com,male,arctic armour,Necromancer,hruddell3m,143,Morocco,46
131,Sheryl,Povah,spovah3n@scientificamerican.com,male,barrage,Trickster,spovah3n,316,Luxembourg,12
132,Leopold,Middlebrook,lmiddlebrook3o@illinois.edu,male,arctic armour,Champion,lmiddlebrook3o,204,Finland,50
133,,Metheringham,fmetheringham3p@drupal.org,male,arctic armour,Saboteur,jmetheringham3p,59,Vanuatu,93
134,,,kteresi3q@plala.or.jp,male,animate weapon,Saboteur,aknightsbridge3q,343,South Korea,83
135,,Bedboro,ebedboro3r@cafepress.com,male,barrage,Raider,ybedboro3r,312,Mauritania,74
136,Dee,,dmcgeagh3s@symantec.com,male,animate weapon,Slayer,dthorwarth3s,13,Vanuatu,42
137,Lars,,lallison3t@diigo.com,male,animate weapon,Trickster,lplante3t,376,Serbia,99
138,,,ctakis3u@ca.gov,male,barrage,Inquisitor,wmorfey3u,326,Brazil,38
139,,,jeadmead3v@sciencedaily.com,male,barrage,Assassin,tfoux3v,166,Dominican Republic,49
140,Cate,,cschulz3w@newsvine.com,male,animate weapon,Slayer,crings3w,388,Paraguay,40
141,Merrick,Gason,mgason3x@163.com,male,barrage,Necromancer,mgason3x,51,Israel,65
142,Berrie,Kabos,bkabos3y@indiegogo.com,male,animate weapon,Occultist,bkabos3y,44,Zambia,49
143,Marie,,mdybell3z@weather.com,male,animate weapon,Occultist,mvertigan3z,95,Somalia,77
144,Elsy,Hultberg,ehultberg40@live.com,male,arctic armour,Trickster,ehultberg40,231,South Georgia and the South Sandwich Islands,65
145,Cele,Faherty,cfaherty41@last.fm,male,arctic armour,Occultist,cfaherty41,149,Ivory Coast,73
146,Aveline,Sharper,asharper42@cornell.edu,male,animate weapon,Slayer,asharper42,102,Azerbaijan,50
147,Shirley,Baldacchino,sbaldacchino43@blogger.com,male,animate weapon,Trickster,sbaldacchino43,219,Kosovo,91
148,Mycah,Nowak,mnowak44@sitemeter.com,male,animate weapon,Pathfinder,mnowak44,423,Brazil,67
149,Bobbe,Cleynaert,bcleynaert45@bbb.org,male,barrage,Elementalist,bcleynaert45,386,Italy,50
150,Florie,,flampl46@smh.com.au,male,arctic armour,Gladiator,fgrewer46,392,Paraguay,45
151,Rosemaria,,rthaller47@reuters.com,male,barrage,Raider,rbarnaclough47,327,Malaysia,21
152,Chlo,,ccolleford48@dropbox.com,male,animate weapon,Necromancer,cnorthleigh48,401,Republic of the Congo,99
153,Alvira,Heinig,aheinig49@seesaa.net,male,barrage,Hierophant,aheinig49,142,Haiti,50
154,Maxy,Kinney,mkinney4a@netlog.com,male,barrage,Guardian,mkinney4a,424,Haiti,76
155,Amelie,,acasetti4b@dailymail.co.uk,male,barrage,Raider,amoynihan4b,403,South Korea,18
156,Vilhelmina,Roadknight,vroadknight4c@ehow.com,male,barrage,Necromancer,vroadknight4c,17,Colombia,77
157,Iris,Hankey,ihankey4d@hubpages.com,male,arctic armour,Trickster,ihankey4d,313,Lithuania,69
158,Dierdre,Elan,delan4e@fotki.com,male,arctic armour,Deadeye,delan4e,325,Mauritania,64
159,Dennie,,dgraftonherbert4f@deliciousdays.com,male,animate weapon,Champion,dscruby4f,89,Malta,17
160,Hailee,Finlaison,hfinlaison4g@fastcompany.com,male,animate weapon,Raider,hfinlaison4g,190,Germany,77
161,Bartholemy,Alenshev,balenshev4h@mail.ru,male,animate weapon,Occultist,balenshev4h,322,South Africa,37
162,Mariel,,mashurst4i@icio.us,male,barrage,Occultist,mkrystof4i,184,Malta,68
163,Chicky,Warlowe,cwarlowe4j@statcounter.com,male,animate weapon,Berserker,cwarlowe4j,398,Indonesia,31
164,Mabelle,,mcotelard4k@51.la,male,barrage,Gladiator,mglavias4k,255,Micronesia,99
165,Wendall,,wdacks4l@jiathis.com,male,barrage,Ascendant,wollenbuttel4l,301,Mongolia,67
166,Herman,,hbrigdale4m@weibo.com,male,barrage,Berserker,helcy4m,90,Madagascar,78
167,Cam,,chellyer4n@about.com,male,animate weapon,Necromancer,cnickless4n,328,Pakistan,42
168,Porter,,pbodocs4o@netlog.com,male,barrage,Hierophant,ppetrozzi4o,246,Serbia,65
169,Trenna,,tbownass4p@1und1.de,male,barrage,Gladiator,tgherardini4p,186,Ghana,87
170,Dmitri,,drosencrantz4q@istockphoto.com,male,barrage,Ascendant,dbeckensall4q,223,Canada,82
171,Yoko,Allebone,yallebone4r@arizona.edu,male,animate weapon,Occultist,yallebone4r,365,Eritrea,56
172,Angelia,Lowndes,alowndes4s@paginegialle.it,male,animate weapon,Berserker,alowndes4s,162,Iraq,58
173,Yale,Allabarton,yallabarton4t@list-manage.com,male,barrage,Raider,yallabarton4t,272,Paraguay,54
174,Carlene,,camoore4u@bloomberg.com,male,animate weapon,Guardian,cosorio4u,424,Zimbabwe,8
175,Antonella,,acote4v@behance.net,male,barrage,Berserker,agreenalf4v,273,Bangladesh,89
176,Joya,,jluna4w@example.com,male,barrage,Ascendant,jbougen4w,116,Ivory Coast,93
177,Tamera,Danovich,tdanovich4x@yellowbook.com,male,barrage,Chieftain,tdanovich4x,50,South Sudan,49
178,Ford,Salkild,fsalkild4y@yellowpages.com,male,barrage,Pathfinder,fsalkild4y,251,Philippines,18
179,,,gsidry4z@comsenz.com,male,barrage,Guardian,jtripean4z,135,Croatia,50
180,Lonni,,lcroke50@miibeian.gov.cn,male,arctic armour,Berserker,lpoulsum50,79,Chad,59
181,Alessandra,Reignard,areignard51@51.la,male,barrage,Deadeye,areignard51,167,Ireland,32
182,Ilka,Doggett,idoggett52@creativecommons.org,male,barrage,Pathfinder,idoggett52,30,Ethiopia,61
183,Alec,,abourdas53@goodreads.com,male,animate weapon,Hierophant,aettles53,129,Haiti,96
184,Vilma,Pinkie,vpinkie54@reddit.com,male,animate weapon,Inquisitor,vpinkie54,54,Sierra Leone,50
185,,,krosin55@wikispaces.com,male,arctic armour,Saboteur,bblockley55,210,Tunisia,63
186,Nissy,Gleasane,ngleasane56@java.com,male,barrage,Juggernaut,ngleasane56,66,Uzbekistan,94
187,Giffie,Waryk,gwaryk57@google.ru,male,arctic armour,Necromancer,gwaryk57,392,Serbia,65
188,Sapphira,De Simoni,sdesimoni58@51.la,male,barrage,Necromancer,sdesimoni58,310,Tajikistan,45
189,Clo,Davenhall,cdavenhall59@aol.com,male,barrage,Assassin,cdavenhall59,308,Zimbabwe,85
190,Terese,Ropkins,tropkins5a@chronoengine.com,male,arctic armour,Saboteur,tropkins5a,22,Kosovo,38
191,Annice,Schubart,aschubart5b@over-blog.com,male,animate weapon,Elementalist,aschubart5b,44,Kuwait,95
192,Madelle,McNickle,mmcnickle5c@comsenz.com,male,animate weapon,Deadeye,mmcnickle5c,170,Peru,69
193,Katherina,Angeau,kangeau5d@technorati.com,male,arctic armour,Ascendant,kangeau5d,347,Niger,92
194,Hazlett,Deplacido,hdeplacido5e@yale.edu,male,barrage,Trickster,hdeplacido5e,401,Thailand,73
195,,,eandrioni5f@soup.io,male,arctic armour,Gladiator,nlovegrove5f,58,Czech Republic,63
196,Farand,Norsister,fnorsister5g@sohu.com,male,arctic armour,Chieftain,fnorsister5g,316,Thailand,46
197,Isaak,Emmott,iemmott5h@dagondesign.com,male,animate weapon,Ascendant,iemmott5h,352,Hungary,95
198,,Kneesha,okneesha5i@pen.io,male,arctic armour,Chieftain,skneesha5i,206,Bangladesh,56
199,Thorpe,Soonhouse,tsoonhouse5j@jimdo.com,male,arctic armour,Assassin,tsoonhouse5j,397,Cameroon,17
200,Zelma,De Pietri,zdepietri5k@fema.gov,male,animate weapon,Assassin,zdepietri5k,220,Luxembourg,8
201,Clarence,,ceggleton5l@ucoz.ru,male,barrage,Raider,cticehurst5l,120,Sweden,48
202,Joelle,,jskillanders5m@about.com,male,arctic armour,Trickster,jdigiacomettino5m,7,Mongolia,10
203,,,sgiffon5n@skyrock.com,male,barrage,Guardian,alinstead5n,285,Eritrea,54
204,Pris,Greensitt,pgreensitt5o@last.fm,male,animate weapon,Chieftain,pgreensitt5o,191,Belize,60
205,Aksel,,avaudre5p@ovh.net,male,animate weapon,Elementalist,ahamber5p,421,Jamaica,6
206,Albertina,Seabourne,aseabourne5q@epa.gov,male,animate weapon,Raider,aseabourne5q,362,Finland,96
207,Florenza,,flutton5r@ucla.edu,male,barrage,Assassin,fharte5r,60,Pakistan,99
208,Bank,,bwinnett5s@comcast.net,male,barrage,Deadeye,bmccorley5s,98,North Korea,77
209,Lilith,,lreedie5t@ehow.com,male,barrage,Deadeye,lviger5t,187,Armenia,45
210,Rourke,,rshewring5u@aboutads.info,male,arctic armour,Guardian,rbraz5u,350,Ghana,31
211,Evan,Saur,esaur5v@mit.edu,male,animate weapon,Ascendant,esaur5v,161,Zambia,2
212,Markos,,mfassmann5w@lulu.com,male,barrage,Berserker,mzambonini5w,266,Bhutan,50
213,Margaux,Feely,mfeely5x@msn.com,male,barrage,Guardian,mfeely5x,398,Bolivia,59
214,Llewellyn,,lcecil5y@dedecms.com,male,arctic armour,Ascendant,lbeaty5y,144,Sweden,76
215,Cassius,Northcote,cnorthcote5z@lycos.com,male,barrage,Raider,cnorthcote5z,221,Denmark,73
216,Tisha,,tfotheringham60@webs.com,male,arctic armour,Necromancer,tvallintine60,300,Bahrain,12
217,Lauritz,,liacovuzzi61@yandex.ru,male,barrage,Gladiator,lsedgemond61,20,Yemen,12
218,Abagael,,aewin62@upenn.edu,male,arctic armour,Occultist,aisacq62,269,Egypt,53
219,Hogan,Dallyn,hdallyn63@apache.org,male,arctic armour,Guardian,hdallyn63,325,Jordan,8
220,Tyrone,Rickets,trickets64@imgur.com,male,animate weapon,Juggernaut,trickets64,118,Uzbekistan,72
221,Corny,,cglenister65@sbwire.com,male,animate weapon,Inquisitor,csummerill65,45,Eritrea,68
222,Giraldo,Leist,gleist66@army.mil,male,arctic armour,Occultist,gleist66,285,Japan,56
223,Eloise,Deathridge,edeathridge67@wiley.com,male,arctic armour,Inquisitor,edeathridge67,405,Macedonia,30
224,Verile,,vtilberry68@photobucket.com,male,arctic armour,Pathfinder,vransbury68,355,Serbia,48
225,,Seman,eseman69@newyorker.com,male,barrage,Juggernaut,dseman69,259,Lithuania,90
226,Kahaleel,,kvescovo6a@imdb.com,male,arctic armour,Pathfinder,kcristofolo6a,389,Czech Republic,21
227,Gwenore,,gmacloughlin6b@skype.com,male,barrage,Berserker,gmaccarlich6b,220,South Georgia and the South Sandwich Islands,72
228,Denni,,dkobpa6c@pinterest.com,male,barrage,Trickster,dingleby6c,262,Sierra Leone,59
229,Egan,Prest,eprest6d@engadget.com,male,arctic armour,Assassin,eprest6d,305,Malaysia,94
230,Noelyn,Benedettini,nbenedettini6e@cocolog-nifty.com,male,animate weapon,Champion,nbenedettini6e,80,North Korea,91
231,Dee,,dlodden6f@homestead.com,male,arctic armour,Occultist,dternault6f,124,Sweden,48
232,Neille,,nbreckenridge6g@ftc.gov,male,barrage,Inquisitor,nmurison6g,184,Russia,55
233,Korie,,kfarmloe6h@scribd.com,male,animate weapon,Slayer,kstanyforth6h,349,Benin,95
234,Abdul,,aleahey6i@free.fr,male,barrage,Slayer,agenery6i,142,Kyrgyzstan,17
235,Pierce,Tinklin,ptinklin6j@netscape.com,male,barrage,Chieftain,ptinklin6j,108,South Africa,6
236,Upton,,ujeremiah6k@mayoclinic.com,male,arctic armour,Raider,ulambis6k,140,Spain,16
237,Kristopher,,kcooch6l@nature.com,male,animate weapon,Saboteur,kmartugin6l,172,Iraq,58
238,Jacob,,jcuphus6m@indiegogo.com,male,arctic armour,Gladiator,jmackowle6m,279,France,77
239,Jean,Groveham,jgroveham6n@mozilla.com,male,barrage,Elementalist,jgroveham6n,13,Portugal,99
240,Anstice,Chaucer,achaucer6o@ihg.com,male,arctic armour,Occultist,achaucer6o,330,Lithuania,58
241,Felice,Bernholt,fbernholt6p@ihg.com,male,animate weapon,Occultist,fbernholt6p,235,Armenia,74
242,James,Scarlan,jscarlan6q@phpbb.com,male,arctic armour,Saboteur,jscarlan6q,307,Benin,22
243,,Newvell,hnewvell6r@ow.ly,male,barrage,Saboteur,bnewvell6r,163,Hungary,9
244,Fania,,fholbury6s@oaic.gov.au,male,animate weapon,Occultist,fcrane6s,200,Luxembourg,51
245,Kylie,,kdye6t@whitehouse.gov,male,barrage,Assassin,kwinchurst6t,202,Malta,36
246,,,jnutty6u@foxnews.com,male,barrage,Saboteur,nbasire6u,1,Senegal,35
247,Prentiss,,pnorbury6v@imdb.com,male,animate weapon,Pathfinder,pblodg6v,409,Canada,40
248,Rosamund,,rshillitto6w@soundcloud.com,male,barrage,Elementalist,rdenisevich6w,182,Indonesia,15
249,Vergil,Lambird,vlambird6x@bravesites.com,male,barrage,Chieftain,vlambird6x,124,Tanzania,32
250,Gabriel,Kleyn,gkleyn6y@hhs.gov,male,arctic armour,Juggernaut,gkleyn6y,391,East Timor,46
251,,Auton,lauton6z@sciencedirect.com,male,arctic armour,Guardian,mauton6z,16,Guatemala,52
252,Ahmad,Godmar,agodmar70@yellowbook.com,male,arctic armour,Hierophant,agodmar70,58,Laos,22
253,Marybeth,,mmelly71@apple.com,male,barrage,Trickster,mmcquillan71,122,Iraq,73
254,Rutherford,Fanton,rfanton72@ebay.com,male,arctic armour,Elementalist,rfanton72,66,Syria,79
255,Vick,Westney,vwestney73@yolasite.com,male,barrage,Necromancer,vwestney73,140,Sweden,5
256,Marieann,Villalta,mvillalta74@ehow.com,male,animate weapon,Occultist,mvillalta74,353,Malaysia,22
257,Louis,Stockwell,lstockwell75@unc.edu,male,barrage,Ascendant,lstockwell75,292,Hungary,94
258,Sybille,Ende,sende76@cam.ac.uk,male,animate weapon,Occultist,sende76,394,Russia,73
259,Jens,Boadby,jboadby77@gnu.org,male,barrage,Saboteur,jboadby77,444,Djibouti,58
