,index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
32,32,Rosamund,Matelaitis,rmatelaitisw@webeden.co.uk,female,animate weapon,Guardian,rmatelaitisw,322,Sierra Leone,19
33,33,Celia,Fellenor,cfellenorx@nps.gov,female,barrage,Occultist,cfellenorx,133,Democratic Republic of the Congo,64
34,34,Dacey,,dcassiey@ihg.com,female,barrage,Deadeye,dbrienty,333,Kuwait,59
35,35,Eben,,ecavanz@t.co,female,arctic armour,Trickster,evanderhoevenz,390,Czech Republic,59
36,36,Mordy,Shelly,mshelly10@wufoo.com,female,animate weapon,Ascendant,mshelly10,60,North Korea,38
37,37,Brook,Severwright,bseverwright11@constantcontact.com,female,arctic armour,Necromancer,bseverwright11,214,New Caledonia,67
38,38,Jacquette,Pettet,jpettet12@shinystat.com,female,arctic armour,Occultist,jpettet12,416,Argentina,8
39,39,Roberto,,rwhickman13@cornell.edu,female,barrage,Berserker,rmcmanaman13,124,Tunisia,65
40,40,Mathilda,Scintsbury,mscintsbury14@shutterfly.com,female,animate weapon,Trickster,mscintsbury14,429,Malaysia,36
41,41,Bancroft,,bball15@ihg.com,female,arctic armour,Gladiator,bmarrington15,362,Eritrea,57
42,42,Bengt,Shory,bshory16@apple.com,female,barrage,Trickster,bshory16,173,Macedonia,96
43,43,Laina,,lscoyne17@independent.co.uk,female,barrage,Slayer,lennew17,364,Afghanistan,42
44,44,,Citrine,jcitrine18@usnews.com,female,animate weapon,Champion,jcitrine18,54,Taiwan,94
45,45,,Kenforth,tkenforth19@printfriendly.com,female,arctic armour,Chieftain,kkenforth19,312,New Zealand,47
46,46,Brigid,,bhardiman1a@wired.com,female,animate weapon,Gladiator,bguisot1a,395,Taiwan,94
47,47,Gusty,Jerger,gjerger1b@toplist.cz,female,barrage,Slayer,gjerger1b,335,Kenya,10
48,48,,Nenci,rnenci1c@cisco.com,female,barrage,Assassin,jnenci1c,184,Zambia,57
49,49,,Pennycook,zpennycook1d@linkedin.com,female,barrage,Juggernaut,ppennycook1d,111,Slovenia,43
50,50,Niel,,ngorelli1e@digg.com,female,arctic armour,Slayer,nsouten1e,362,Myanmar,17
51,51,Buddy,Padwick,bpadwick1f@baidu.com,female,barrage,Berserker,bpadwick1f,30,Jordan,33
52,52,Jamison,Itzkin,jitzkin1g@tinypic.com,female,barrage,Occultist,jitzkin1g,283,Moldova,49
53,53,Cathe,,ctoomer1h@networkadvertising.org,female,animate weapon,Berserker,cbusek1h,413,Guam,50
54,54,,,vwitter1i@163.com,female,barrage,Hierophant,dbeatty1i,99,Ecuador,24
55,55,Christabella,Kem,ckem1j@aol.com,female,barrage,Guardian,ckem1j,365,Ethiopia,99
56,56,Pam,Cavolini,pcavolini1k@geocities.com,female,animate weapon,Inquisitor,pcavolini1k,90,Dominican Republic,75
57,57,Elaine,,ebreens1l@ucoz.ru,female,barrage,Pathfinder,esage1l,397,Guam,46
58,58,Pen,Grolle,pgrolle1m@tripadvisor.com,female,barrage,Raider,pgrolle1m,46,Germany,65
59,59,Cherilyn,Scutcheon,cscutcheon1n@comsenz.com,female,barrage,Ascendant,cscutcheon1n,186,Kenya,81
60,60,Cahra,Rawes,crawes1o@oaic.gov.au,female,arctic armour,Occultist,crawes1o,390,Malaysia,48
61,61,Port,Caulcutt,pcaulcutt1p@cornell.edu,female,barrage,Inquisitor,pcaulcutt1p,144,Honduras,40
62,62,Fifine,Pinchen,fpinchen1q@wikipedia.org,female,barrage,Necromancer,fpinchen1q,441,Cameroon,81
63,63,Geoff,,gcogger1r@nytimes.com,female,animate weapon,Gladiator,gcamier1r,397,Luxembourg,12
64,64,Jarrad,Meechan,jmeechan1s@elegantthemes.com,female,arctic armour,Guardian,jmeechan1s,310,Vietnam,33
65,65,Zedekiah,,zferraresi1t@storify.com,female,animate weapon,Chieftain,ztomson1t,54,Comoros,8
66,66,Hester,Verrill,hverrill1u@tmall.com,female,barrage,Champion,hverrill1u,51,Moldova,60
67,67,Gareth,Spadaro,gspadaro1v@livejournal.com,female,animate weapon,Hierophant,gspadaro1v,252,Saint Barthelemy,47
68,68,Graham,Attwoul,gattwoul1w@topsy.com,female,animate weapon,Champion,gattwoul1w,273,South Korea,99
69,69,,,vromi1x@sciencedaily.com,female,barrage,Assassin,csargint1x,105,Slovenia,92
70,70,Edith,Lyst,elyst1y@opensource.org,female,animate weapon,Hierophant,elyst1y,392,Laos,31
71,71,Walton,,wramsdell1z@jalbum.net,female,arctic armour,Occultist,wbetts1z,24,Guatemala,82
72,72,Paul,,prootes20@stumbleupon.com,female,animate weapon,Necromancer,plysaght20,225,Mongolia,14
73,73,Ferris,Wroath,fwroath21@pinterest.com,female,animate weapon,Raider,fwroath21,284,Kyrgyzstan,12
74,74,Riane,Farfoot,rfarfoot22@shutterfly.com,female,barrage,Berserker,rfarfoot22,32,Tanzania,3
75,75,Flor,Callander,fcallander23@tiny.cc,female,animate weapon,Ascendant,fcallander23,256,Brazil,13
76,76,Harold,Davidov,hdavidov24@issuu.com,female,barrage,Raider,hdavidov24,295,Luxembourg,16
77,77,Molli,,mhaps25@wp.com,female,barrage,Occultist,mgyves25,118,Belize,52
78,78,Aloysius,,ajimmes26@elegantthemes.com,female,animate weapon,Berserker,aokielt26,50,Pakistan,65
79,79,Scotty,,sfarbrace27@cocolog-nifty.com,female,animate weapon,Gladiator,smuino27,164,El Salvador,70
80,80,Janenna,,jstihl28@furl.net,female,animate weapon,Necromancer,jseagar28,264,Moldova,69
81,81,Gregorio,Bartolic,gbartolic29@howstuffworks.com,female,animate weapon,Necromancer,gbartolic29,423,North Korea,31
82,82,Sandor,Popov,spopov2a@cmu.edu,female,animate weapon,Deadeye,spopov2a,325,Tanzania,75
83,83,Garrik,,gsaunderson2b@seattletimes.com,female,barrage,Chieftain,gelldred2b,297,Germany,7
84,84,Padget,Kiledal,pkiledal2c@youtube.com,female,arctic armour,Saboteur,pkiledal2c,126,Uruguay,29
85,85,Evita,Golthorpp,egolthorpp2d@newsvine.com,female,barrage,Hierophant,egolthorpp2d,295,Belarus,90
86,86,Yehudi,,ycordero2e@cpanel.net,female,arctic armour,Deadeye,ybaynes2e,170,Tunisia,49
87,87,Charline,Rickard,crickard2f@nyu.edu,female,animate weapon,Raider,crickard2f,139,Niger,50
88,88,Gavrielle,,gkersey2g@sina.com.cn,female,barrage,Saboteur,gfryd2g,262,Israel,85
89,89,Rudolfo,Imesen,rimesen2h@paginegialle.it,female,barrage,Raider,rimesen2h,253,Mozambique,41
90,90,Lacie,Durdle,ldurdle2i@acquirethisname.com,female,barrage,Guardian,ldurdle2i,275,Luxembourg,10
91,91,Lauraine,Spatari,lspatari2j@nyu.edu,female,arctic armour,Champion,lspatari2j,298,Pakistan,12
92,92,Derry,,dcorrao2k@disqus.com,female,arctic armour,Juggernaut,dgouinlock2k,69,Ireland,54
93,93,,MacColl,bmaccoll2l@dagondesign.com,female,animate weapon,Champion,jmaccoll2l,6,Bolivia,39
94,94,Charo,,cmunnings2m@rambler.ru,female,animate weapon,Assassin,ckumar2m,54,Moldova,17
95,95,Roslyn,Louisot,rlouisot2n@google.it,female,arctic armour,Raider,rlouisot2n,429,Italy,94
96,96,Ceil,,cgooding2o@tinyurl.com,female,arctic armour,Ascendant,cgobeau2o,373,Vietnam,73
97,97,Bree,Agget,bagget2p@eventbrite.com,female,animate weapon,Necromancer,bagget2p,329,Estonia,61
98,98,Alric,Sutliff,asutliff2q@businessinsider.com,female,barrage,Necromancer,asutliff2q,53,Marshall Islands,35
99,99,Vernon,Findlow,vfindlow2r@nbcnews.com,male,arctic armour,Occultist,vfindlow2r,182,Mozambique,83
100,100,Burton,Brandom,bbrandom2s@ucoz.ru,male,barrage,Slayer,bbrandom2s,170,Benin,22
