,index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
41,41,Bancroft,,bball15@ihg.com,female,arctic armour,Hierophant,bmarrington15,362,Comoros,65
42,42,Bengt,Shory,bshory16@apple.com,female,barrage,Deadeye,bshory16,173,Palestinian Territory,3
43,43,Laina,,lscoyne17@independent.co.uk,female,barrage,Gladiator,lennew17,364,Bahrain,43
44,44,,Citrine,jcitrine18@usnews.com,female,animate weapon,Gladiator,jcitrine18,54,Bulgaria,60
45,45,,Kenforth,tkenforth19@printfriendly.com,female,arctic armour,Assassin,kkenforth19,312,Austria,14
46,46,Brigid,,bhardiman1a@wired.com,female,animate weapon,Raider,bguisot1a,395,Nepal,30
47,47,Gusty,Jerger,gjerger1b@toplist.cz,female,barrage,Occultist,gjerger1b,335,Palestinian Territory,91
48,48,,Nenci,rnenci1c@cisco.com,female,barrage,Assassin,jnenci1c,184,Myanmar,94
49,49,,Pennycook,zpennycook1d@linkedin.com,female,barrage,Chieftain,ppennycook1d,111,Azerbaijan,25
50,50,Niel,,ngorelli1e@digg.com,female,arctic armour,Champion,nsouten1e,362,Italy,50
51,51,Buddy,Padwick,bpadwick1f@baidu.com,female,barrage,Elementalist,bpadwick1f,30,Kosovo,32
52,52,Jamison,Itzkin,jitzkin1g@tinypic.com,female,barrage,Hierophant,jitzkin1g,283,South Georgia and the South Sandwich Islands,69
53,53,Cathe,,ctoomer1h@networkadvertising.org,female,animate weapon,Necromancer,cbusek1h,413,Macedonia,21
54,54,,,vwitter1i@163.com,female,barrage,Hierophant,dbeatty1i,99,Egypt,94
55,55,Christabella,Kem,ckem1j@aol.com,female,barrage,Ascendant,ckem1j,365,Somalia,17
56,56,Pam,Cavolini,pcavolini1k@geocities.com,female,animate weapon,Inquisitor,pcavolini1k,90,Bolivia,55
57,57,Elaine,,ebreens1l@ucoz.ru,female,barrage,Pathfinder,esage1l,397,Kyrgyzstan,87
58,58,Pen,Grolle,pgrolle1m@tripadvisor.com,female,barrage,Assassin,pgrolle1m,46,Peru,32
59,59,Cherilyn,Scutcheon,cscutcheon1n@comsenz.com,female,barrage,Ascendant,cscutcheon1n,186,Belize,36
60,60,Cahra,Rawes,crawes1o@oaic.gov.au,female,arctic armour,Berserker,crawes1o,390,Jamaica,57
61,61,Port,Caulcutt,pcaulcutt1p@cornell.edu,female,barrage,Assassin,pcaulcutt1p,144,Latvia,64
62,62,Fifine,Pinchen,fpinchen1q@wikipedia.org,female,barrage,Inquisitor,fpinchen1q,441,Jordan,84
63,63,Geoff,,gcogger1r@nytimes.com,female,animate weapon,Hierophant,gcamier1r,397,Paraguay,96
64,64,Jarrad,Meechan,jmeechan1s@elegantthemes.com,female,arctic armour,Juggernaut,jmeechan1s,310,South Georgia and the South Sandwich Islands,54
65,65,Zedekiah,,zferraresi1t@storify.com,female,animate weapon,Raider,ztomson1t,54,Estonia,6
66,66,Hester,Verrill,hverrill1u@tmall.com,female,barrage,Slayer,hverrill1u,51,Norway,17
67,67,Gareth,Spadaro,gspadaro1v@livejournal.com,female,animate weapon,Guardian,gspadaro1v,252,Bosnia and Herzegovina,30
68,68,Graham,Attwoul,gattwoul1w@topsy.com,female,animate weapon,Inquisitor,gattwoul1w,273,Guam,53
69,69,,,vromi1x@sciencedaily.com,female,barrage,Chieftain,csargint1x,105,East Timor,93
70,70,Edith,Lyst,elyst1y@opensource.org,female,animate weapon,Hierophant,elyst1y,392,Denmark,69
71,71,Walton,,wramsdell1z@jalbum.net,female,arctic armour,Juggernaut,wbetts1z,24,North Korea,58
72,72,Paul,,prootes20@stumbleupon.com,female,animate weapon,Occultist,plysaght20,225,Kyrgyzstan,63
73,73,Ferris,Wroath,fwroath21@pinterest.com,female,animate weapon,Berserker,fwroath21,284,Zimbabwe,52
74,74,Riane,Farfoot,rfarfoot22@shutterfly.com,female,barrage,Assassin,rfarfoot22,32,Zambia,59
75,75,Flor,Callander,fcallander23@tiny.cc,female,animate weapon,Pathfinder,fcallander23,256,Mozambique,51
76,76,Harold,Davidov,hdavidov24@issuu.com,female,barrage,Trickster,hdavidov24,295,Argentina,13
77,77,Molli,,mhaps25@wp.com,female,barrage,Pathfinder,mgyves25,118,Bangladesh,70
78,78,Aloysius,,ajimmes26@elegantthemes.com,female,animate weapon,Assassin,aokielt26,50,Serbia,1
79,79,Scotty,,sfarbrace27@cocolog-nifty.com,female,animate weapon,Champion,smuino27,164,Afghanistan,86
80,80,Janenna,,jstihl28@furl.net,female,animate weapon,Deadeye,jseagar28,264,Slovenia,19
81,81,Gregorio,Bartolic,gbartolic29@howstuffworks.com,female,animate weapon,Elementalist,gbartolic29,423,United States,50
82,82,Sandor,Popov,spopov2a@cmu.edu,female,animate weapon,Juggernaut,spopov2a,325,Dominican Republic,26
83,83,Garrik,,gsaunderson2b@seattletimes.com,female,barrage,Assassin,gelldred2b,297,Greece,67
84,84,Padget,Kiledal,pkiledal2c@youtube.com,female,arctic armour,Ascendant,pkiledal2c,126,East Timor,3
85,85,Evita,Golthorpp,egolthorpp2d@newsvine.com,female,barrage,Hierophant,egolthorpp2d,295,Syria,22
86,86,Yehudi,,ycordero2e@cpanel.net,female,arctic armour,Hierophant,ybaynes2e,170,East Timor,28
87,87,Charline,Rickard,crickard2f@nyu.edu,female,animate weapon,Hierophant,crickard2f,139,France,79
88,88,Gavrielle,,gkersey2g@sina.com.cn,female,barrage,Gladiator,gfryd2g,262,Benin,84
89,89,Rudolfo,Imesen,rimesen2h@paginegialle.it,female,barrage,Assassin,rimesen2h,253,Belarus,81
90,90,Lacie,Durdle,ldurdle2i@acquirethisname.com,female,barrage,Necromancer,ldurdle2i,275,Taiwan,47
91,91,Lauraine,Spatari,lspatari2j@nyu.edu,female,arctic armour,Necromancer,lspatari2j,298,Tanzania,24
92,92,Derry,,dcorrao2k@disqus.com,female,arctic armour,Gladiator,dgouinlock2k,69,Palestinian Territory,27
93,93,,MacColl,bmaccoll2l@dagondesign.com,female,animate weapon,Juggernaut,jmaccoll2l,6,Estonia,15
94,94,Charo,,cmunnings2m@rambler.ru,female,animate weapon,Ascendant,ckumar2m,54,Vietnam,99
95,95,Roslyn,Louisot,rlouisot2n@google.it,female,arctic armour,Raider,rlouisot2n,429,Philippines,53
96,96,Ceil,,cgooding2o@tinyurl.com,female,arctic armour,Berserker,cgobeau2o,373,Norway,20
97,97,Bree,Agget,bagget2p@eventbrite.com,female,animate weapon,Gladiator,bagget2p,329,Sudan,13
98,98,Alric,Sutliff,asutliff2q@businessinsider.com,female,barrage,Necromancer,asutliff2q,53,New Caledonia,42
99,99,Vernon,Findlow,vfindlow2r@nbcnews.com,male,arctic armour,Ascendant,vfindlow2r,182,Nigeria,78
100,100,Burton,Brandom,bbrandom2s@ucoz.ru,male,barrage,Champion,bbrandom2s,170,Nigeria,59
