,index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
28,28,,Kearns,jkearnss@amazon.com,female,barrage,Slayer,skearnss,59,Bangladesh,90
29,29,Hendrik,Baterip,hbateript@google.cn,female,arctic armour,Chieftain,hbateript,347,Nepal,9
30,30,Daile,Qusklay,dqusklayu@chicagotribune.com,female,arctic armour,Chieftain,dqusklayu,103,Philippines,76
31,31,Jeanna,,jwhearv@163.com,female,barrage,Assassin,jbainesv,228,Ecuador,90
32,32,Rosamund,Matelaitis,rmatelaitisw@webeden.co.uk,female,animate weapon,Guardian,rmatelaitisw,322,Ecuador,52
33,33,Celia,Fellenor,cfellenorx@nps.gov,female,barrage,Deadeye,cfellenorx,133,Cyprus,44
34,34,Dacey,,dcassiey@ihg.com,female,barrage,Deadeye,dbrienty,333,South Africa,35
35,35,Eben,,ecavanz@t.co,female,arctic armour,Occultist,evanderhoevenz,390,South Sudan,30
36,36,Mordy,Shelly,mshelly10@wufoo.com,female,animate weapon,Saboteur,mshelly10,60,Luxembourg,91
37,37,Brook,Severwright,bseverwright11@constantcontact.com,female,arctic armour,Necromancer,bseverwright11,214,Honduras,45
38,38,Jacquette,Pettet,jpettet12@shinystat.com,female,arctic armour,Saboteur,jpettet12,416,Myanmar,82
39,39,Roberto,,rwhickman13@cornell.edu,female,barrage,Gladiator,rmcmanaman13,124,Djibouti,66
40,40,Mathilda,Scintsbury,mscintsbury14@shutterfly.com,female,animate weapon,Pathfinder,mscintsbury14,429,Estonia,77
41,41,Bancroft,,bball15@ihg.com,female,arctic armour,Deadeye,bmarrington15,362,Japan,62
42,42,Bengt,Shory,bshory16@apple.com,female,barrage,Guardian,bshory16,173,Namibia,69
43,43,Laina,,lscoyne17@independent.co.uk,female,barrage,Chieftain,lennew17,364,Egypt,83
44,44,,Citrine,jcitrine18@usnews.com,female,animate weapon,Saboteur,jcitrine18,54,Canada,89
45,45,,Kenforth,tkenforth19@printfriendly.com,female,arctic armour,Gladiator,kkenforth19,312,United States,19
46,46,Brigid,,bhardiman1a@wired.com,female,animate weapon,Elementalist,bguisot1a,395,Palestinian Territory,67
47,47,Gusty,Jerger,gjerger1b@toplist.cz,female,barrage,Assassin,gjerger1b,335,Moldova,28
48,48,,Nenci,rnenci1c@cisco.com,female,barrage,Gladiator,jnenci1c,184,China,56
49,49,,Pennycook,zpennycook1d@linkedin.com,female,barrage,Slayer,ppennycook1d,111,Finland,28
50,50,Niel,,ngorelli1e@digg.com,female,arctic armour,Pathfinder,nsouten1e,362,Russia,84
51,51,Buddy,Padwick,bpadwick1f@baidu.com,female,barrage,Inquisitor,bpadwick1f,30,United States,5
52,52,Jamison,Itzkin,jitzkin1g@tinypic.com,female,barrage,Inquisitor,jitzkin1g,283,Ghana,40
53,53,Cathe,,ctoomer1h@networkadvertising.org,female,animate weapon,Pathfinder,cbusek1h,413,Egypt,82
54,54,,,vwitter1i@163.com,female,barrage,Deadeye,dbeatty1i,99,Bulgaria,34
55,55,Christabella,Kem,ckem1j@aol.com,female,barrage,Deadeye,ckem1j,365,Armenia,55
56,56,Pam,Cavolini,pcavolini1k@geocities.com,female,animate weapon,Juggernaut,pcavolini1k,90,Armenia,69
57,57,Elaine,,ebreens1l@ucoz.ru,female,barrage,Assassin,esage1l,397,Palestinian Territory,22
58,58,Pen,Grolle,pgrolle1m@tripadvisor.com,female,barrage,Ascendant,pgrolle1m,46,Japan,29
59,59,Cherilyn,Scutcheon,cscutcheon1n@comsenz.com,female,barrage,Champion,cscutcheon1n,186,Mongolia,74
60,60,Cahra,Rawes,crawes1o@oaic.gov.au,female,arctic armour,Chieftain,crawes1o,390,Jamaica,22
61,61,Port,Caulcutt,pcaulcutt1p@cornell.edu,female,barrage,Elementalist,pcaulcutt1p,144,Kuwait,55
62,62,Fifine,Pinchen,fpinchen1q@wikipedia.org,female,barrage,Raider,fpinchen1q,441,Mongolia,53
63,63,Geoff,,gcogger1r@nytimes.com,female,animate weapon,Raider,gcamier1r,397,Latvia,81
64,64,Jarrad,Meechan,jmeechan1s@elegantthemes.com,female,arctic armour,Juggernaut,jmeechan1s,310,Estonia,67
65,65,Zedekiah,,zferraresi1t@storify.com,female,animate weapon,Champion,ztomson1t,54,Mexico,51
66,66,Hester,Verrill,hverrill1u@tmall.com,female,barrage,Elementalist,hverrill1u,51,Sudan,26
67,67,Gareth,Spadaro,gspadaro1v@livejournal.com,female,animate weapon,Occultist,gspadaro1v,252,Nepal,72
68,68,Graham,Attwoul,gattwoul1w@topsy.com,female,animate weapon,Trickster,gattwoul1w,273,Malta,8
69,69,,,vromi1x@sciencedaily.com,female,barrage,Slayer,csargint1x,105,Portugal,99
70,70,Edith,Lyst,elyst1y@opensource.org,female,animate weapon,Slayer,elyst1y,392,Taiwan,93
71,71,Walton,,wramsdell1z@jalbum.net,female,arctic armour,Saboteur,wbetts1z,24,Guatemala,6
72,72,Paul,,prootes20@stumbleupon.com,female,animate weapon,Slayer,plysaght20,225,Philippines,56
73,73,Ferris,Wroath,fwroath21@pinterest.com,female,animate weapon,Deadeye,fwroath21,284,Chile,47
74,74,Riane,Farfoot,rfarfoot22@shutterfly.com,female,barrage,Juggernaut,rfarfoot22,32,Portugal,86
75,75,Flor,Callander,fcallander23@tiny.cc,female,animate weapon,Ascendant,fcallander23,256,Bhutan,50
76,76,Harold,Davidov,hdavidov24@issuu.com,female,barrage,Necromancer,hdavidov24,295,New Zealand,35
77,77,Molli,,mhaps25@wp.com,female,barrage,Assassin,mgyves25,118,Tanzania,39
78,78,Aloysius,,ajimmes26@elegantthemes.com,female,animate weapon,Raider,aokielt26,50,Hungary,94
79,79,Scotty,,sfarbrace27@cocolog-nifty.com,female,animate weapon,Occultist,smuino27,164,Zimbabwe,43
80,80,Janenna,,jstihl28@furl.net,female,animate weapon,Slayer,jseagar28,264,Haiti,55
81,81,Gregorio,Bartolic,gbartolic29@howstuffworks.com,female,animate weapon,Slayer,gbartolic29,423,Djibouti,60
82,82,Sandor,Popov,spopov2a@cmu.edu,female,animate weapon,Juggernaut,spopov2a,325,Hungary,59
83,83,Garrik,,gsaunderson2b@seattletimes.com,female,barrage,Juggernaut,gelldred2b,297,Russia,67
84,84,Padget,Kiledal,pkiledal2c@youtube.com,female,arctic armour,Assassin,pkiledal2c,126,Nicaragua,8
85,85,Evita,Golthorpp,egolthorpp2d@newsvine.com,female,barrage,Chieftain,egolthorpp2d,295,Namibia,22
86,86,Yehudi,,ycordero2e@cpanel.net,female,arctic armour,Slayer,ybaynes2e,170,Colombia,63
87,87,Charline,Rickard,crickard2f@nyu.edu,female,animate weapon,Necromancer,crickard2f,139,Republic of the Congo,46
88,88,Gavrielle,,gkersey2g@sina.com.cn,female,barrage,Inquisitor,gfryd2g,262,Uzbekistan,65
89,89,Rudolfo,Imesen,rimesen2h@paginegialle.it,female,barrage,Inquisitor,rimesen2h,253,Slovenia,83
90,90,Lacie,Durdle,ldurdle2i@acquirethisname.com,female,barrage,Elementalist,ldurdle2i,275,Latvia,8
91,91,Lauraine,Spatari,lspatari2j@nyu.edu,female,arctic armour,Occultist,lspatari2j,298,Tanzania,85
92,92,Derry,,dcorrao2k@disqus.com,female,arctic armour,Hierophant,dgouinlock2k,69,Philippines,79
93,93,,MacColl,bmaccoll2l@dagondesign.com,female,animate weapon,Occultist,jmaccoll2l,6,Uzbekistan,90
94,94,Charo,,cmunnings2m@rambler.ru,female,animate weapon,Inquisitor,ckumar2m,54,China,28
95,95,Roslyn,Louisot,rlouisot2n@google.it,female,arctic armour,Guardian,rlouisot2n,429,Canada,77
96,96,Ceil,,cgooding2o@tinyurl.com,female,arctic armour,Juggernaut,cgobeau2o,373,Ethiopia,14
97,97,Bree,Agget,bagget2p@eventbrite.com,female,animate weapon,Juggernaut,bagget2p,329,Ghana,34
98,98,Alric,Sutliff,asutliff2q@businessinsider.com,female,barrage,Elementalist,asutliff2q,53,Ghana,84
99,99,Vernon,Findlow,vfindlow2r@nbcnews.com,male,arctic armour,Champion,vfindlow2r,182,Germany,59
100,100,Burton,Brandom,bbrandom2s@ucoz.ru,male,barrage,Pathfinder,bbrandom2s,170,Comoros,57
