,index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
43,43,Laina,,lscoyne17@independent.co.uk,female,barrage,Ascendant,lennew17,364,Tanzania,41
44,44,,Citrine,jcitrine18@usnews.com,female,animate weapon,Occultist,jcitrine18,54,Chad,25
45,45,,Kenforth,tkenforth19@printfriendly.com,female,arctic armour,Champion,kkenforth19,312,Guatemala,89
46,46,Brigid,,bhardiman1a@wired.com,female,animate weapon,Necromancer,bguisot1a,395,Bulgaria,71
47,47,Gusty,Jerger,gjerger1b@toplist.cz,female,barrage,Hierophant,gjerger1b,335,Venezuela,35
48,48,,Nenci,rnenci1c@cisco.com,female,barrage,Necromancer,jnenci1c,184,Finland,54
49,49,,Pennycook,zpennycook1d@linkedin.com,female,barrage,Assassin,ppennycook1d,111,Indonesia,89
50,50,Niel,,ngorelli1e@digg.com,female,arctic armour,Gladiator,nsouten1e,362,Russia,14
51,51,Buddy,Padwick,bpadwick1f@baidu.com,female,barrage,Chieftain,bpadwick1f,30,Svalbard and Jan Mayen,28
52,52,Jamison,Itzkin,jitzkin1g@tinypic.com,female,barrage,Elementalist,jitzkin1g,283,Kuwait,67
53,53,Cathe,,ctoomer1h@networkadvertising.org,female,animate weapon,Guardian,cbusek1h,413,Democratic Republic of the Congo,48
54,54,,,vwitter1i@163.com,female,barrage,Necromancer,dbeatty1i,99,Serbia,97
55,55,Christabella,Kem,ckem1j@aol.com,female,barrage,Trickster,ckem1j,365,Tanzania,63
56,56,Pam,Cavolini,pcavolini1k@geocities.com,female,animate weapon,Necromancer,pcavolini1k,90,Uzbekistan,18
57,57,Elaine,,ebreens1l@ucoz.ru,female,barrage,Slayer,esage1l,397,Benin,68
58,58,Pen,Grolle,pgrolle1m@tripadvisor.com,female,barrage,Elementalist,pgrolle1m,46,Iran,1
59,59,Cherilyn,Scutcheon,cscutcheon1n@comsenz.com,female,barrage,Saboteur,cscutcheon1n,186,Nigeria,47
60,60,Cahra,Rawes,crawes1o@oaic.gov.au,female,arctic armour,Inquisitor,crawes1o,390,Bolivia,38
61,61,Port,Caulcutt,pcaulcutt1p@cornell.edu,female,barrage,Juggernaut,pcaulcutt1p,144,Tunisia,59
62,62,Fifine,Pinchen,fpinchen1q@wikipedia.org,female,barrage,Slayer,fpinchen1q,441,Zambia,20
63,63,Geoff,,gcogger1r@nytimes.com,female,animate weapon,Raider,gcamier1r,397,South Georgia and the South Sandwich Islands,16
64,64,Jarrad,Meechan,jmeechan1s@elegantthemes.com,female,arctic armour,Juggernaut,jmeechan1s,310,Bolivia,12
65,65,Zedekiah,,zferraresi1t@storify.com,female,animate weapon,Gladiator,ztomson1t,54,El Salvador,53
66,66,Hester,Verrill,hverrill1u@tmall.com,female,barrage,Slayer,hverrill1u,51,New Caledonia,1
67,67,Gareth,Spadaro,gspadaro1v@livejournal.com,female,animate weapon,Saboteur,gspadaro1v,252,El Salvador,43
68,68,Graham,Attwoul,gattwoul1w@topsy.com,female,animate weapon,Hierophant,gattwoul1w,273,Lithuania,35
69,69,,,vromi1x@sciencedaily.com,female,barrage,Trickster,csargint1x,105,Austria,52
70,70,Edith,Lyst,elyst1y@opensource.org,female,animate weapon,Inquisitor,elyst1y,392,Guam,50
71,71,Walton,,wramsdell1z@jalbum.net,female,arctic armour,Deadeye,wbetts1z,24,Zambia,40
72,72,Paul,,prootes20@stumbleupon.com,female,animate weapon,Hierophant,plysaght20,225,Syria,33
73,73,Ferris,Wroath,fwroath21@pinterest.com,female,animate weapon,Raider,fwroath21,284,North Korea,29
74,74,Riane,Farfoot,rfarfoot22@shutterfly.com,female,barrage,Juggernaut,rfarfoot22,32,Benin,75
75,75,Flor,Callander,fcallander23@tiny.cc,female,animate weapon,Elementalist,fcallander23,256,Hungary,64
76,76,Harold,Davidov,hdavidov24@issuu.com,female,barrage,Occultist,hdavidov24,295,El Salvador,93
77,77,Molli,,mhaps25@wp.com,female,barrage,Necromancer,mgyves25,118,Portugal,54
78,78,Aloysius,,ajimmes26@elegantthemes.com,female,animate weapon,Pathfinder,aokielt26,50,Japan,96
79,79,Scotty,,sfarbrace27@cocolog-nifty.com,female,animate weapon,Necromancer,smuino27,164,Bahrain,36
80,80,Janenna,,jstihl28@furl.net,female,animate weapon,Chieftain,jseagar28,264,South Georgia and the South Sandwich Islands,53
81,81,Gregorio,Bartolic,gbartolic29@howstuffworks.com,female,animate weapon,Chieftain,gbartolic29,423,Tanzania,63
82,82,Sandor,Popov,spopov2a@cmu.edu,female,animate weapon,Ascendant,spopov2a,325,Peru,44
83,83,Garrik,,gsaunderson2b@seattletimes.com,female,barrage,Raider,gelldred2b,297,Haiti,90
84,84,Padget,Kiledal,pkiledal2c@youtube.com,female,arctic armour,Pathfinder,pkiledal2c,126,Vanuatu,29
85,85,Evita,Golthorpp,egolthorpp2d@newsvine.com,female,barrage,Assassin,egolthorpp2d,295,Syria,18
86,86,Yehudi,,ycordero2e@cpanel.net,female,arctic armour,Guardian,ybaynes2e,170,Moldova,2
87,87,Charline,Rickard,crickard2f@nyu.edu,female,animate weapon,Ascendant,crickard2f,139,Myanmar,57
88,88,Gavrielle,,gkersey2g@sina.com.cn,female,barrage,Assassin,gfryd2g,262,Serbia,78
89,89,Rudolfo,Imesen,rimesen2h@paginegialle.it,female,barrage,Chieftain,rimesen2h,253,Comoros,44
90,90,Lacie,Durdle,ldurdle2i@acquirethisname.com,female,barrage,Trickster,ldurdle2i,275,Canada,6
91,91,Lauraine,Spatari,lspatari2j@nyu.edu,female,arctic armour,Guardian,lspatari2j,298,Estonia,32
92,92,Derry,,dcorrao2k@disqus.com,female,arctic armour,Occultist,dgouinlock2k,69,Niger,90
93,93,,MacColl,bmaccoll2l@dagondesign.com,female,animate weapon,Saboteur,jmaccoll2l,6,Macedonia,68
94,94,Charo,,cmunnings2m@rambler.ru,female,animate weapon,Chieftain,ckumar2m,54,Estonia,56
95,95,Roslyn,Louisot,rlouisot2n@google.it,female,arctic armour,Saboteur,rlouisot2n,429,Norway,6
96,96,Ceil,,cgooding2o@tinyurl.com,female,arctic armour,Berserker,cgobeau2o,373,Azerbaijan,27
97,97,Bree,Agget,bagget2p@eventbrite.com,female,animate weapon,Raider,bagget2p,329,Mexico,34
98,98,Alric,Sutliff,asutliff2q@businessinsider.com,female,barrage,Hierophant,asutliff2q,53,Bhutan,85
99,99,Vernon,Findlow,vfindlow2r@nbcnews.com,male,arctic armour,Necromancer,vfindlow2r,182,Sri Lanka,67
100,100,Burton,Brandom,bbrandom2s@ucoz.ru,male,barrage,Chieftain,bbrandom2s,170,Haiti,29
