index,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
112,Lorilee,Greeve,lgreeve34@oaic.gov.au,male,animate weapon,Saboteur,lgreeve34,284,Bulgaria,28
113,,Berston,cberston35@aboutads.info,male,barrage,Saboteur,cberston35,176,Ghana,7
114,Burg,,blaweles36@hhs.gov,male,arctic armour,Slayer,bserfati36,412,Jordan,43
115,Cherianne,Pritty,cpritty37@scribd.com,male,animate weapon,Hierophant,cpritty37,79,Jamaica,25
116,Russell,,rpauncefort38@opera.com,male,arctic armour,Raider,rsaffrin38,272,Nicaragua,41
117,Stesha,Della,sdella39@joomla.org,male,barrage,Hierophant,sdella39,224,Russia,18
118,Giles,,glopez3a@deviantart.com,male,barrage,Raider,gmcilwraith3a,377,Ethiopia,32
119,Herrick,,hvickerstaff3b@bizjournals.com,male,arctic armour,Trickster,hpeirce3b,224,Ecuador,83
120,Louie,,lnoller3c@mayoclinic.com,male,barrage,Pathfinder,lingreda3c,422,Latvia,13
121,Aurel,,alamcken3d@cpanel.net,male,animate weapon,Berserker,aschwaiger3d,55,Paraguay,17
122,Shalna,Pownall,spownall3e@msn.com,male,animate weapon,Berserker,spownall3e,12,Slovenia,99
123,Millisent,Backhurst,mbackhurst3f@topsy.com,male,arctic armour,Pathfinder,mbackhurst3f,229,Czech Republic,23
124,Corilla,Killock,ckillock3g@oracle.com,male,arctic armour,Occultist,ckillock3g,268,Senegal,36
125,Conni,,cartois3h@intel.com,male,barrage,Chieftain,cwithers3h,425,Denmark,41
126,Glynis,Merriton,gmerriton3i@who.int,male,arctic armour,Gladiator,gmerriton3i,231,Madagascar,2
127,Tina,,tsyer3j@reverbnation.com,male,barrage,Pathfinder,twaddilove3j,251,Mauritania,66
128,Martina,Veeler,mveeler3k@sogou.com,male,arctic armour,Berserker,mveeler3k,167,Nicaragua,79
129,Ruddy,Shapera,rshapera3l@weibo.com,male,arctic armour,Saboteur,rshapera3l,359,Serbia,48
130,Holt,Ruddell,hruddell3m@taobao.com,male,arctic armour,Trickster,hruddell3m,143,Spain,58
131,Sheryl,Povah,spovah3n@scientificamerican.com,male,barrage,Champion,spovah3n,316,South Africa,98
132,Leopold,Middlebrook,lmiddlebrook3o@illinois.edu,male,arctic armour,Elementalist,lmiddlebrook3o,204,Czech Republic,79
133,,Metheringham,fmetheringham3p@drupal.org,male,arctic armour,Pathfinder,jmetheringham3p,59,Kazakhstan,47
134,,,kteresi3q@plala.or.jp,male,animate weapon,Chieftain,aknightsbridge3q,343,Belize,63
135,,Bedboro,ebedboro3r@cafepress.com,male,barrage,Raider,ybedboro3r,312,Hungary,3
136,Dee,,dmcgeagh3s@symantec.com,male,animate weapon,Guardian,dthorwarth3s,13,Japan,61
137,Lars,,lallison3t@diigo.com,male,animate weapon,Deadeye,lplante3t,376,Tanzania,65
138,,,ctakis3u@ca.gov,male,barrage,Assassin,wmorfey3u,326,New Caledonia,62
139,,,jeadmead3v@sciencedaily.com,male,barrage,Champion,tfoux3v,166,Germany,34
140,Cate,,cschulz3w@newsvine.com,male,animate weapon,Berserker,crings3w,388,Ireland,30
141,Merrick,Gason,mgason3x@163.com,male,barrage,Necromancer,mgason3x,51,Ivory Coast,76
142,Berrie,Kabos,bkabos3y@indiegogo.com,male,animate weapon,Occultist,bkabos3y,44,Bahrain,99
143,Marie,,mdybell3z@weather.com,male,animate weapon,Necromancer,mvertigan3z,95,Malta,38
144,Elsy,Hultberg,ehultberg40@live.com,male,arctic armour,Pathfinder,ehultberg40,231,Netherlands,86
145,Cele,Faherty,cfaherty41@last.fm,male,arctic armour,Pathfinder,cfaherty41,149,Italy,87
146,Aveline,Sharper,asharper42@cornell.edu,male,animate weapon,Deadeye,asharper42,102,Morocco,62
147,Shirley,Baldacchino,sbaldacchino43@blogger.com,male,animate weapon,Slayer,sbaldacchino43,219,Senegal,91
148,Mycah,Nowak,mnowak44@sitemeter.com,male,animate weapon,Guardian,mnowak44,423,New Zealand,6
149,Bobbe,Cleynaert,bcleynaert45@bbb.org,male,barrage,Deadeye,bcleynaert45,386,Kosovo,55
150,Florie,,flampl46@smh.com.au,male,arctic armour,Deadeye,fgrewer46,392,Democratic Republic of the Congo,53
151,Rosemaria,,rthaller47@reuters.com,male,barrage,Juggernaut,rbarnaclough47,327,Azerbaijan,48
152,Chlo,,ccolleford48@dropbox.com,male,animate weapon,Hierophant,cnorthleigh48,401,Serbia,56
153,Alvira,Heinig,aheinig49@seesaa.net,male,barrage,Gladiator,aheinig49,142,Kuwait,52
154,Maxy,Kinney,mkinney4a@netlog.com,male,barrage,Juggernaut,mkinney4a,424,Democratic Republic of the Congo,83
155,Amelie,,acasetti4b@dailymail.co.uk,male,barrage,Necromancer,amoynihan4b,403,Morocco,18
156,Vilhelmina,Roadknight,vroadknight4c@ehow.com,male,barrage,Slayer,vroadknight4c,17,Chile,57
157,Iris,Hankey,ihankey4d@hubpages.com,male,arctic armour,Assassin,ihankey4d,313,Ecuador,31
158,Dierdre,Elan,delan4e@fotki.com,male,arctic armour,Assassin,delan4e,325,Spain,25
159,Dennie,,dgraftonherbert4f@deliciousdays.com,male,animate weapon,Juggernaut,dscruby4f,89,Israel,84
160,Hailee,Finlaison,hfinlaison4g@fastcompany.com,male,animate weapon,Assassin,hfinlaison4g,190,Denmark,51
161,Bartholemy,Alenshev,balenshev4h@mail.ru,male,animate weapon,Ascendant,balenshev4h,322,Benin,54
162,Mariel,,mashurst4i@icio.us,male,barrage,Hierophant,mkrystof4i,184,China,75
163,Chicky,Warlowe,cwarlowe4j@statcounter.com,male,animate weapon,Raider,cwarlowe4j,398,France,64
164,Mabelle,,mcotelard4k@51.la,male,barrage,Berserker,mglavias4k,255,East Timor,79
165,Wendall,,wdacks4l@jiathis.com,male,barrage,Assassin,wollenbuttel4l,301,Nepal,51
166,Herman,,hbrigdale4m@weibo.com,male,barrage,Champion,helcy4m,90,Italy,76
167,Cam,,chellyer4n@about.com,male,animate weapon,Raider,cnickless4n,328,Sierra Leone,14
168,Porter,,pbodocs4o@netlog.com,male,barrage,Assassin,ppetrozzi4o,246,Albania,16
169,Trenna,,tbownass4p@1und1.de,male,barrage,Raider,tgherardini4p,186,Spain,82
170,Dmitri,,drosencrantz4q@istockphoto.com,male,barrage,Champion,dbeckensall4q,223,Indonesia,30
171,Yoko,Allebone,yallebone4r@arizona.edu,male,animate weapon,Slayer,yallebone4r,365,Honduras,38
172,Angelia,Lowndes,alowndes4s@paginegialle.it,male,animate weapon,Berserker,alowndes4s,162,Jordan,47
173,Yale,Allabarton,yallabarton4t@list-manage.com,male,barrage,Chieftain,yallabarton4t,272,Saint Barthelemy,27
174,Carlene,,camoore4u@bloomberg.com,male,animate weapon,Pathfinder,cosorio4u,424,Venezuela,24
175,Antonella,,acote4v@behance.net,male,barrage,Ascendant,agreenalf4v,273,South Sudan,96
176,Joya,,jluna4w@example.com,male,barrage,Deadeye,jbougen4w,116,Italy,6
177,Tamera,Danovich,tdanovich4x@yellowbook.com,male,barrage,Chieftain,tdanovich4x,50,Vietnam,74
178,Ford,Salkild,fsalkild4y@yellowpages.com,male,barrage,Elementalist,fsalkild4y,251,Mozambique,5
179,,,gsidry4z@comsenz.com,male,barrage,Raider,jtripean4z,135,Paraguay,69
180,Lonni,,lcroke50@miibeian.gov.cn,male,arctic armour,Chieftain,lpoulsum50,79,Netherlands,96
181,Alessandra,Reignard,areignard51@51.la,male,barrage,Deadeye,areignard51,167,Azerbaijan,9
182,Ilka,Doggett,idoggett52@creativecommons.org,male,barrage,Berserker,idoggett52,30,Micronesia,59
183,Alec,,abourdas53@goodreads.com,male,animate weapon,Pathfinder,aettles53,129,Kuwait,20
184,Vilma,Pinkie,vpinkie54@reddit.com,male,animate weapon,Inquisitor,vpinkie54,54,Mexico,64
185,,,krosin55@wikispaces.com,male,arctic armour,Inquisitor,bblockley55,210,Kenya,43
186,Nissy,Gleasane,ngleasane56@java.com,male,barrage,Gladiator,ngleasane56,66,Finland,85
187,Giffie,Waryk,gwaryk57@google.ru,male,arctic armour,Champion,gwaryk57,392,Greece,35
188,Sapphira,De Simoni,sdesimoni58@51.la,male,barrage,Pathfinder,sdesimoni58,310,Marshall Islands,21
189,Clo,Davenhall,cdavenhall59@aol.com,male,barrage,Deadeye,cdavenhall59,308,Namibia,35
190,Terese,Ropkins,tropkins5a@chronoengine.com,male,arctic armour,Pathfinder,tropkins5a,22,Bolivia,19
191,Annice,Schubart,aschubart5b@over-blog.com,male,animate weapon,Chieftain,aschubart5b,44,Albania,75
192,Madelle,McNickle,mmcnickle5c@comsenz.com,male,animate weapon,Necromancer,mmcnickle5c,170,Zambia,12
193,Katherina,Angeau,kangeau5d@technorati.com,male,arctic armour,Juggernaut,kangeau5d,347,North Korea,91
194,Hazlett,Deplacido,hdeplacido5e@yale.edu,male,barrage,Chieftain,hdeplacido5e,401,South Korea,50
195,,,eandrioni5f@soup.io,male,arctic armour,Juggernaut,nlovegrove5f,58,East Timor,84
196,Farand,Norsister,fnorsister5g@sohu.com,male,arctic armour,Occultist,fnorsister5g,316,Germany,54
197,Isaak,Emmott,iemmott5h@dagondesign.com,male,animate weapon,Champion,iemmott5h,352,Nepal,53
198,,Kneesha,okneesha5i@pen.io,male,arctic armour,Deadeye,skneesha5i,206,Albania,61
199,Thorpe,Soonhouse,tsoonhouse5j@jimdo.com,male,arctic armour,Berserker,tsoonhouse5j,397,Ghana,73
200,Zelma,De Pietri,zdepietri5k@fema.gov,male,animate weapon,Pathfinder,zdepietri5k,220,Kosovo,41
201,Clarence,,ceggleton5l@ucoz.ru,male,barrage,Pathfinder,cticehurst5l,120,Vietnam,65
202,Joelle,,jskillanders5m@about.com,male,arctic armour,Guardian,jdigiacomettino5m,7,South Georgia and the South Sandwich Islands,37
203,,,sgiffon5n@skyrock.com,male,barrage,Guardian,alinstead5n,285,Yemen,84
204,Pris,Greensitt,pgreensitt5o@last.fm,male,animate weapon,Inquisitor,pgreensitt5o,191,Poland,40
205,Aksel,,avaudre5p@ovh.net,male,animate weapon,Occultist,ahamber5p,421,Niger,37
206,Albertina,Seabourne,aseabourne5q@epa.gov,male,animate weapon,Pathfinder,aseabourne5q,362,Sudan,45
207,Florenza,,flutton5r@ucla.edu,male,barrage,Hierophant,fharte5r,60,Djibouti,77
208,Bank,,bwinnett5s@comcast.net,male,barrage,Juggernaut,bmccorley5s,98,Canada,63
209,Lilith,,lreedie5t@ehow.com,male,barrage,Juggernaut,lviger5t,187,Ecuador,78
210,Rourke,,rshewring5u@aboutads.info,male,arctic armour,Guardian,rbraz5u,350,Guatemala,50
211,Evan,Saur,esaur5v@mit.edu,male,animate weapon,Slayer,esaur5v,161,Colombia,4
212,Markos,,mfassmann5w@lulu.com,male,barrage,Assassin,mzambonini5w,266,Slovenia,10
213,Margaux,Feely,mfeely5x@msn.com,male,barrage,Raider,mfeely5x,398,Armenia,93
214,Llewellyn,,lcecil5y@dedecms.com,male,arctic armour,Chieftain,lbeaty5y,144,Dominican Republic,28
215,Cassius,Northcote,cnorthcote5z@lycos.com,male,barrage,Hierophant,cnorthcote5z,221,Eritrea,79
216,Tisha,,tfotheringham60@webs.com,male,arctic armour,Occultist,tvallintine60,300,Bulgaria,16
217,Lauritz,,liacovuzzi61@yandex.ru,male,barrage,Slayer,lsedgemond61,20,Chile,6
218,Abagael,,aewin62@upenn.edu,male,arctic armour,Necromancer,aisacq62,269,Mexico,23
219,Hogan,Dallyn,hdallyn63@apache.org,male,arctic armour,Juggernaut,hdallyn63,325,Guam,39
220,Tyrone,Rickets,trickets64@imgur.com,male,animate weapon,Slayer,trickets64,118,Taiwan,99
221,Corny,,cglenister65@sbwire.com,male,animate weapon,Juggernaut,csummerill65,45,China,75
222,Giraldo,Leist,gleist66@army.mil,male,arctic armour,Berserker,gleist66,285,Russia,13
223,Eloise,Deathridge,edeathridge67@wiley.com,male,arctic armour,Juggernaut,edeathridge67,405,Ivory Coast,63
224,Verile,,vtilberry68@photobucket.com,male,arctic armour,Assassin,vransbury68,355,Democratic Republic of the Congo,8
225,,Seman,eseman69@newyorker.com,male,barrage,Raider,dseman69,259,Portugal,1
226,Kahaleel,,kvescovo6a@imdb.com,male,arctic armour,Berserker,kcristofolo6a,389,Democratic Republic of the Congo,50
227,Gwenore,,gmacloughlin6b@skype.com,male,barrage,Berserker,gmaccarlich6b,220,Portugal,47
228,Denni,,dkobpa6c@pinterest.com,male,barrage,Assassin,dingleby6c,262,Niger,18
229,Egan,Prest,eprest6d@engadget.com,male,arctic armour,Guardian,eprest6d,305,Saint Barthelemy,63
230,Noelyn,Benedettini,nbenedettini6e@cocolog-nifty.com,male,animate weapon,Raider,nbenedettini6e,80,Bhutan,51
231,Dee,,dlodden6f@homestead.com,male,arctic armour,Hierophant,dternault6f,124,France,17
232,Neille,,nbreckenridge6g@ftc.gov,male,barrage,Ascendant,nmurison6g,184,United States,69
233,Korie,,kfarmloe6h@scribd.com,male,animate weapon,Trickster,kstanyforth6h,349,Svalbard and Jan Mayen,14
234,Abdul,,aleahey6i@free.fr,male,barrage,Inquisitor,agenery6i,142,Paraguay,39
235,Pierce,Tinklin,ptinklin6j@netscape.com,male,barrage,Pathfinder,ptinklin6j,108,Latvia,9
236,Upton,,ujeremiah6k@mayoclinic.com,male,arctic armour,Occultist,ulambis6k,140,Kuwait,53
237,Kristopher,,kcooch6l@nature.com,male,animate weapon,Occultist,kmartugin6l,172,Honduras,30
238,Jacob,,jcuphus6m@indiegogo.com,male,arctic armour,Assassin,jmackowle6m,279,Denmark,92
239,Jean,Groveham,jgroveham6n@mozilla.com,male,barrage,Juggernaut,jgroveham6n,13,Guatemala,6
240,Anstice,Chaucer,achaucer6o@ihg.com,male,arctic armour,Occultist,achaucer6o,330,Haiti,76
241,Felice,Bernholt,fbernholt6p@ihg.com,male,animate weapon,Guardian,fbernholt6p,235,Hungary,10
242,James,Scarlan,jscarlan6q@phpbb.com,male,arctic armour,Trickster,jscarlan6q,307,Vietnam,93
243,,Newvell,hnewvell6r@ow.ly,male,barrage,Juggernaut,bnewvell6r,163,Mozambique,89
244,Fania,,fholbury6s@oaic.gov.au,male,animate weapon,Trickster,fcrane6s,200,Portugal,28
245,Kylie,,kdye6t@whitehouse.gov,male,barrage,Inquisitor,kwinchurst6t,202,Jamaica,23
246,,,jnutty6u@foxnews.com,male,barrage,Trickster,nbasire6u,1,Japan,20
247,Prentiss,,pnorbury6v@imdb.com,male,animate weapon,Guardian,pblodg6v,409,Afghanistan,72
248,Rosamund,,rshillitto6w@soundcloud.com,male,barrage,Slayer,rdenisevich6w,182,Vanuatu,14
249,Vergil,Lambird,vlambird6x@bravesites.com,male,barrage,Deadeye,vlambird6x,124,Portugal,23
250,Gabriel,Kleyn,gkleyn6y@hhs.gov,male,arctic armour,Ascendant,gkleyn6y,391,El Salvador,98
251,,Auton,lauton6z@sciencedirect.com,male,arctic armour,Saboteur,mauton6z,16,Bosnia and Herzegovina,99
252,Ahmad,Godmar,agodmar70@yellowbook.com,male,arctic armour,Slayer,agodmar70,58,Poland,70
253,Marybeth,,mmelly71@apple.com,male,barrage,Elementalist,mmcquillan71,122,El Salvador,17
254,Rutherford,Fanton,rfanton72@ebay.com,male,arctic armour,Berserker,rfanton72,66,Kenya,14
255,Vick,Westney,vwestney73@yolasite.com,male,barrage,Necromancer,vwestney73,140,Luxembourg,64
256,Marieann,Villalta,mvillalta74@ehow.com,male,animate weapon,Raider,mvillalta74,353,Svalbard and Jan Mayen,27
257,Louis,Stockwell,lstockwell75@unc.edu,male,barrage,Hierophant,lstockwell75,292,Canada,45
258,Sybille,Ende,sende76@cam.ac.uk,male,animate weapon,Occultist,sende76,394,Hungary,30
